run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,0.5,0.1,6.0,0,3.0,0.4557114228456914,1800,0,50,637,617,587,0,0
C3_f0.1__baldwinian__s2,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,2,0.5,0.1,6.0,0,3.0,0.46846473029045643,1800,0,50,644,624,594,0,0
C3_f0.1__baldwinian__s3,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,3,0.5,0.1,6.0,0,3.0,0.4662768031189084,1800,0,50,690,670,640,0,0
C3_f0.1__baldwinian__s4,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,4,0.5,0.1,6.0,0,3.0,0.48881789137380194,1800,0,50,652,632,602,0,0
C3_f0.1__baldwinian__s5,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,5,0.5,0.1,6.0,0,3.0,0.4546191247974068,1800,0,50,643,623,593,0,0
C3_f0.1__baldwinian__s6,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,6,0.5,0.1,6.0,0,3.0,0.4973309608540925,1800,0,50,640,620,590,0,0
C3_f0.1__baldwinian__s7,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,7,0.5,0.1,6.0,0,3.0,0.4522317932654659,1800,0,50,673,653,623,0,0
C3_f0.1__baldwinian__s8,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,8,0.5,0.1,6.0,0,3.0,0.4607390300230947,1800,0,50,649,629,599,0,0
C3_f0.1__baldwinian__s9,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,9,0.5,0.1,6.0,0,3.0,0.4609500805152979,1800,0,50,676,656,626,0,0
C3_f0.1__baldwinian__s10,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,10,0.5,0.1,6.0,0,3.0,0.4602272727272727,1800,0,50,612,592,562,0,0
C3_f0.1__baldwinian__s11,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,11,0.5,0.1,6.0,0,3.0,0.4777727885047149,1800,0,50,663,643,613,0,0
C3_f0.1__baldwinian__s12,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,12,0.5,0.1,6.0,0,3.0,0.47827903091060986,1800,0,50,639,619,589,0,0
C3_f0.1__baldwinian__s13,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,13,0.5,0.1,6.0,0,3.0,0.4549744396382226,1800,0,50,692,672,642,0,0
C3_f0.1__baldwinian__s14,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,14,0.5,0.1,6.0,0,3.0,0.47397512666973746,1800,0,50,625,605,575,0,0
C3_f0.1__baldwinian__s15,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,15,0.5,0.1,6.0,0,3.0,0.4498816101026046,1800,0,50,649,629,599,0,0
C3_f0.1__baldwinian__s16,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,16,0.5,0.1,6.0,0,3.0,0.475089677162216,1800,0,50,643,623,593,0,0
C3_f0.1__baldwinian__s17,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,17,0.5,0.1,6.0,0,3.0,0.4838709677419355,1800,0,50,670,650,620,0,0
C3_f0.1__baldwinian__s18,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,18,0.5,0.1,6.0,0,3.0,0.45500209292591043,1800,0,50,653,633,603,0,0
C3_f0.1__baldwinian__s19,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,19,0.5,0.1,6.0,0,3.0,0.49851883199322894,1800,0,50,631,611,581,0,0
C3_f0.1__baldwinian__s20,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,20,0.5,0.1,6.0,0,3.0,0.46248354541465553,1800,0,50,667,647,617,0,0
C3_f0.1__baldwinian__s21,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,21,0.5,0.1,6.0,0,3.0,0.4512471655328798,1800,0,50,681,661,631,0,0
C3_f0.1__baldwinian__s22,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,22,0.5,0.1,6.0,0,3.0,0.4733169129720854,1800,0,50,617,597,567,0,0
C3_f0.1__baldwinian__s23,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,23,0.5,0.1,6.0,0,3.0,0.445421831267493,1800,0,50,691,671,641,0,0
C3_f0.1__baldwinian__s24,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,24,0.5,0.1,6.0,0,3.0,0.4774419623302672,1800,0,50,671,651,621,0,0
C3_f0.1__baldwinian__s25,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,25,0.5,0.1,6.0,0,3.0,0.47058823529411764,1800,0,50,586,566,536,0,0
C3_f0.1__baldwinian__s26,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,26,0.5,0.1,6.0,0,3.0,0.49499582985821516,1800,0,50,604,584,554,0,0
C3_f0.1__baldwinian__s27,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,27,0.5,0.1,6.0,0,3.0,0.47262849979105725,1800,0,50,597,577,547,0,0
C3_f0.1__baldwinian__s28,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,28,0.5,0.1,6.0,0,3.0,0.48847040737893926,1800,0,50,652,632,602,0,0
C3_f0.1__baldwinian__s29,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,29,0.5,0.1,6.0,0,3.0,0.4686706181202371,1800,0,50,642,622,592,0,0
C3_f0.1__baldwinian__s30,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,30,0.5,0.1,6.0,0,3.0,0.5053809728798967,1800,0,50,576,556,526,0,0
