run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,50,train,50,0.62,31,1,72.0349179597993,0.8541666666666666,0.5,155.0,119.0,78.0,116.0,49.0,51.0,0.0,0.0,33.0,26.0,12.0,21.0,16.0,10.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,100,train,50,0.64,13,13,51.23958956812872,0.9583333333333334,0.5,196.0,147.0,137.0,139.0,44.0,37.0,0.0,0.0,25.0,20.0,25.0,22.0,12.0,6.0,0.0,0.0,0.0,0.0,25.0,22.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,150,train,47,0.8723404255319149,13,16,124.02271598853275,0.7916666666666666,0.5,230.0,168.0,112.0,174.0,61.0,68.0,0.0,0.0,24.0,19.0,13.0,17.0,12.0,7.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,200,train,49,1.0408163265306123,21,19,77.87406886655731,0.8541666666666666,0.5,210.0,153.0,134.0,156.0,45.0,26.0,0.0,0.0,25.0,26.0,12.0,20.0,15.0,6.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,250,train,50,1.16,15,14,108.90977058525716,0.8125,0.5,225.0,178.0,182.0,210.0,23.0,20.0,0.0,0.0,23.0,19.0,20.0,24.0,6.0,5.0,0.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,300,train,50,1.24,22,22,65.29614195273223,0.8541666666666666,0.5,230.0,182.0,193.0,186.0,22.0,18.0,0.0,0.0,28.0,27.0,18.0,20.0,7.0,7.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,350,train,44,1.3409090909090908,16,22,102.64072920042202,0.8333333333333334,0.5,169.0,160.0,152.0,204.0,33.0,34.0,0.0,0.0,23.0,17.0,17.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,400,train,50,1.78,23,17,74.23034939004293,0.8333333333333334,0.5,262.0,211.0,140.0,198.0,65.0,58.0,0.0,0.0,31.0,24.0,18.0,18.0,11.0,4.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,450,train,50,1.66,9,9,89.84976539080213,0.8125,0.5,183.0,220.0,270.0,347.0,26.0,21.0,0.0,0.0,29.0,19.0,19.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,0.0,0.0,0.0
C3_f0.1__baldwinian__s1,C3_f0.1__baldwinian,C3_f0.1,C3,baldwinian,1,500,train,48,1.7708333333333333,20,22,110.78811586106725,0.6875,0.5,290.0,228.0,195.0,257.0,67.0,61.0,0.0,0.0,31.0,13.0,15.0,18.0,15.0,8.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0,0.0
