run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C2_p3__lamarckian__s1,C2_p3__lamarckian,C2_p3,C2,lamarckian,1,0.5,1.0,3.0,0,1.5,0.21402936378466558,1800,0,37,284,264,247,264,0
C2_p3__lamarckian__s2,C2_p3__lamarckian,C2_p3,C2,lamarckian,2,0.5,1.0,3.0,0,1.5,0.25884413309982485,1800,0,40,286,266,246,266,0
C2_p3__lamarckian__s3,C2_p3__lamarckian,C2_p3,C2,lamarckian,3,0.5,1.0,3.0,0,1.5,0.24175084175084174,1800,0,42,305,285,263,285,0
C2_p3__lamarckian__s4,C2_p3__lamarckian,C2_p3,C2,lamarckian,4,0.5,1.0,3.0,0,1.5,0.2131578947368421,1800,0,40,292,272,252,272,0
C2_p3__lamarckian__s5,C2_p3__lamarckian,C2_p3,C2,lamarckian,5,0.5,1.0,3.0,0,1.5,0.22972096041531473,1800,0,40,290,270,250,270,0
C2_p3__lamarckian__s6,C2_p3__lamarckian,C2_p3,C2,lamarckian,6,0.5,1.0,3.0,0,1.5,0.23726398289989312,1800,0,46,293,273,247,273,0
C2_p3__lamarckian__s7,C2_p3__lamarckian,C2_p3,C2,lamarckian,7,0.5,1.0,3.0,0,1.5,0.23540856031128404,1800,0,36,287,267,251,267,0
C2_p3__lamarckian__s8,C2_p3__lamarckian,C2_p3,C2,lamarckian,8,0.5,1.0,3.0,0,1.5,0.23035993740219093,1800,0,46,302,282,256,282,0
C2_p3__lamarckian__s9,C2_p3__lamarckian,C2_p3,C2,lamarckian,9,0.5,1.0,3.0,0,1.5,0.22218430034129694,1800,0,45,298,278,253,278,0
C2_p3__lamarckian__s10,C2_p3__lamarckian,C2_p3,C2,lamarckian,10,0.5,1.0,3.0,0,1.5,0.23577235772357724,1800,0,39,315,295,276,295,0
C2_p3__lamarckian__s11,C2_p3__lamarckian,C2_p3,C2,lamarckian,11,0.5,1.0,3.0,0,1.5,0.2296350903059344,1800,0,33,267,247,234,247,0
C2_p3__lamarckian__s12,C2_p3__lamarckian,C2_p3,C2,lamarckian,12,0.5,1.0,3.0,0,1.5,0.2306064880112835,1800,0,40,284,264,244,264,0
C2_p3__lamarckian__s13,C2_p3__lamarckian,C2_p3,C2,lamarckian,13,0.5,1.0,3.0,0,1.5,0.22279792746113988,1800,0,31,285,265,254,265,0
C2_p3__lamarckian__s14,C2_p3__lamarckian,C2_p3,C2,lamarckian,14,0.5,1.0,3.0,0,1.5,0.250936329588015,1800,0,34,286,266,252,266,0
C2_p3__lamarckian__s15,C2_p3__lamarckian,C2_p3,C2,lamarckian,15,0.5,1.0,3.0,0,1.5,0.21244019138755982,1800,0,41,299,279,258,279,0
C2_p3__lamarckian__s16,C2_p3__lamarckian,C2_p3,C2,lamarckian,16,0.5,1.0,3.0,0,1.5,0.23292235921359547,1800,0,40,298,278,258,278,0
C2_p3__lamarckian__s17,C2_p3__lamarckian,C2_p3,C2,lamarckian,17,0.5,1.0,3.0,0,1.5,0.24094135225999253,1800,0,46,298,278,252,278,0
C2_p3__lamarckian__s18,C2_p3__lamarckian,C2_p3,C2,lamarckian,18,0.5,1.0,3.0,0,1.5,0.22586328400281888,1800,0,43,293,273,250,273,0
C2_p3__lamarckian__s19,C2_p3__lamarckian,C2_p3,C2,lamarckian,19,0.5,1.0,3.0,0,1.5,0.2615491490100729,1800,0,39,288,268,249,268,0
C2_p3__lamarckian__s20,C2_p3__lamarckian,C2_p3,C2,lamarckian,20,0.5,1.0,3.0,0,1.5,0.2571743929359823,1800,0,39,314,294,275,294,0
C2_p3__lamarckian__s21,C2_p3__lamarckian,C2_p3,C2,lamarckian,21,0.5,1.0,3.0,0,1.5,0.22664473684210526,1800,0,27,291,271,264,271,0
C2_p3__lamarckian__s22,C2_p3__lamarckian,C2_p3,C2,lamarckian,22,0.5,1.0,3.0,0,1.5,0.22414414414414413,1800,0,44,291,271,247,271,0
C2_p3__lamarckian__s23,C2_p3__lamarckian,C2_p3,C2,lamarckian,23,0.5,1.0,3.0,0,1.5,0.2576896787423103,1800,0,46,303,283,257,283,0
C2_p3__lamarckian__s24,C2_p3__lamarckian,C2_p3,C2,lamarckian,24,0.5,1.0,3.0,0,1.5,0.2557111274871039,1800,0,35,290,270,255,270,0
C2_p3__lamarckian__s25,C2_p3__lamarckian,C2_p3,C2,lamarckian,25,0.5,1.0,3.0,0,1.5,0.24275914634146342,1800,0,49,293,273,244,273,0
C2_p3__lamarckian__s26,C2_p3__lamarckian,C2_p3,C2,lamarckian,26,0.5,1.0,3.0,0,1.5,0.2363452461227242,1800,0,35,286,266,251,266,0
C2_p3__lamarckian__s27,C2_p3__lamarckian,C2_p3,C2,lamarckian,27,0.5,1.0,3.0,0,1.5,0.22808243101641634,1800,0,42,273,253,231,253,0
C2_p3__lamarckian__s28,C2_p3__lamarckian,C2_p3,C2,lamarckian,28,0.5,1.0,3.0,0,1.5,0.24222008341353865,1800,0,47,288,268,241,268,0
C2_p3__lamarckian__s29,C2_p3__lamarckian,C2_p3,C2,lamarckian,29,0.5,1.0,3.0,0,1.5,0.23439716312056738,1800,0,39,280,260,241,260,0
C2_p3__lamarckian__s30,C2_p3__lamarckian,C2_p3,C2,lamarckian,30,0.5,1.0,3.0,0,1.5,0.23118087763110953,1800,0,45,287,267,242,267,0
