run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,50,train,50,0.66,30,0,75.63527346801614,0.875,0.5,124.0,107.0,87.0,95.0,46.0,78.0,0.0,0.0,26.0,22.0,16.0,23.0,9.0,16.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,100,train,50,0.68,3,3,47.39016201232694,0.9583333333333334,0.5,166.0,154.0,129.0,134.0,50.0,55.0,0.0,0.0,28.0,22.0,18.0,21.0,11.0,6.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,150,train,50,0.84,11,11,58.695859630589496,0.9375,0.5,149.0,172.0,147.0,130.0,44.0,28.0,0.0,0.0,29.0,19.0,20.0,19.0,8.0,7.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,200,train,50,0.94,8,8,72.42679764640467,0.9166666666666666,0.5,209.0,161.0,134.0,128.0,30.0,44.0,0.0,0.0,29.0,21.0,13.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,250,train,50,0.88,13,13,42.44497844265027,0.9791666666666666,0.5,156.0,161.0,217.0,196.0,35.0,43.0,0.0,0.0,31.0,30.0,23.0,15.0,11.0,8.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,300,train,50,0.92,11,11,59.3148809413409,0.9375,0.5,210.0,194.0,115.0,95.0,41.0,42.0,0.0,0.0,33.0,21.0,23.0,16.0,8.0,5.0,0.0,0.0,0.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,350,train,50,1.06,14,14,55.9988857619832,0.8958333333333334,0.5,173.0,149.0,125.0,128.0,29.0,23.0,0.0,0.0,28.0,28.0,18.0,15.0,9.0,5.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,400,train,44,1.0,11,17,98.83917117259884,0.8125,0.5,172.0,174.0,173.0,185.0,34.0,30.0,0.0,0.0,16.0,20.0,19.0,25.0,10.0,2.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,450,train,49,1.2040816326530612,17,12,51.592971670681194,0.9791666666666666,0.5,170.0,184.0,215.0,198.0,39.0,56.0,0.0,0.0,28.0,29.0,23.0,20.0,7.0,8.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,500,train,42,1.4047619047619047,13,20,47.69729222867249,0.9583333333333334,0.5,202.0,179.0,184.0,167.0,31.0,32.0,0.0,0.0,26.0,16.0,31.0,19.0,4.0,10.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,550,train,45,1.7555555555555555,15,12,179.82403595238912,0.5833333333333334,0.5,162.0,158.0,207.0,169.0,20.0,12.0,0.0,0.0,15.0,15.0,23.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,600,train,50,1.96,14,9,52.24552744587714,0.8958333333333334,0.5,162.0,151.0,228.0,241.0,30.0,48.0,0.0,0.0,26.0,23.0,24.0,27.0,5.0,15.0,0.0,0.0,0.0,0.0,24.0,27.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,650,train,50,2.0,12,12,45.127968997393396,0.9583333333333334,0.5,217.0,187.0,217.0,188.0,72.0,70.0,0.0,0.0,23.0,21.0,32.0,17.0,8.0,9.0,0.0,0.0,0.0,0.0,32.0,17.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,700,train,50,1.9,14,14,65.24181544539874,0.8958333333333334,0.5,231.0,205.0,210.0,240.0,90.0,82.0,0.0,0.0,24.0,22.0,22.0,25.0,6.0,14.0,0.0,0.0,0.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,750,train,50,1.94,12,12,78.43905861571045,0.8541666666666666,0.5,169.0,191.0,293.0,255.0,64.0,70.0,0.0,0.0,20.0,21.0,29.0,25.0,7.0,5.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,800,train,50,2.02,8,8,78.73038500190617,0.8333333333333334,0.5,221.0,240.0,287.0,280.0,75.0,78.0,0.0,0.0,22.0,30.0,25.0,22.0,9.0,7.0,0.0,0.0,0.0,0.0,25.0,22.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,850,train,50,2.14,14,14,75.53385900658296,0.8125,0.5,227.0,215.0,206.0,194.0,89.0,83.0,0.0,0.0,18.0,32.0,23.0,23.0,11.0,13.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
C1_p3__baldwinian__s1,C1_p3__baldwinian,C1_p3,C1,baldwinian,1,900,train,50,2.3,12,12,45.64139177650913,0.9375,0.5,202.0,207.0,247.0,216.0,41.0,65.0,0.0,0.0,19.0,20.0,36.0,26.0,4.0,13.0,0.0,0.0,0.0,0.0,36.0,26.0,0.0,0.0,0.0,0.0
