population,n_candidates,paradigm,alloc_core_services,alloc_coalition_club,alloc_outgroup_repair,alloc_prestige_project,alloc_buffer_reserve
two_cluster,8,party,0.2756334929738547,0.21198992181790235,0.33322924059949416,0.0901683566450116,0.08897898796373721
two_cluster,8,individual,0.27282437092862005,0.266891525668338,0.2777584497321603,0.09247787785826692,0.09004777581261471
two_cluster,8,score,0.28663954398994207,0.26068039639413615,0.25774651436586177,0.09969133314295664,0.09524221210710342
two_cluster,8,latent_match,0.2888861735583042,0.2538161270194297,0.25702636124230555,0.10145854550242404,0.09881279267753651
two_cluster,8,constrained_individual,0.2739804230010009,0.2687395176912472,0.2744820081479895,0.09315789866309686,0.08964015249666554
