inheritance_mode,fidelity,treatment,baseline,policy,contrast,metric,mean_diff,ci_lo,ci_hi,n_pairs,sign_agreement,paired_cohen_d
lamarckian,0.7,A_f0.7_blind,C3_f0.7,adaptive_blind,adaptive-static,mean_mask_overlap,0.08821244131455401,0.08640487089201879,0.09002222711267605,30,1.0,16.999402569714555
lamarckian,0.7,A_f0.7_blind,C3_f0.7,adaptive_blind,adaptive-static,mean_weight_kl,0.7127601138336451,0.7046135252433661,0.7203416146391283,30,1.0,31.82326919854995
lamarckian,0.7,A_f0.7_blind,C3_f0.7,adaptive_blind,adaptive-static,eval_heldout_delta_cue,-0.048428536649610866,-0.12026985435229391,0.025726295605787725,30,0.6333333333333333,-0.2266801045230731
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,rate,0.019354982172126032,0.01422883978788298,0.024382619459173242,30,0.8666666666666667,1.2883178528921964
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,delta_cue,0.01676639272429605,0.00786849186664533,0.02623523089153212,30,0.7333333333333333,0.6251872431744812
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,delta_true,0.0025567711530464932,-0.004015879457712072,0.009481402044689433,30,0.5333333333333333,0.12951234841773052
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,realised_enforcement,-0.07197372042924238,-0.08748301481553737,-0.057318781552522395,30,0.9333333333333333,-1.6818410122293561
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,mean_mask_overlap,-0.0781032863849765,-0.07975780516431923,-0.07635030809859152,30,1.0,-16.186762835379724
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,mean_weight_kl,-0.6912811972986016,-0.6986442314879808,-0.6832944744476552,30,1.0,-31.523964633030822
lamarckian,0.7,A_f0.7_cells,A_f0.7_blind,adaptive_cells,cells-blind,eval_heldout_delta_cue,0.06671585555902416,4.1874929695736085e-06,0.12814535955760864,30,0.7,0.3630152081133582
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,rate,0.002777863419765225,-0.0016022408879721932,0.0072016451912896495,30,0.6333333333333333,0.21742507650597853
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,delta_cue,0.007349683224524511,-0.0012817425492478531,0.016395095826064004,30,0.6333333333333333,0.28933197542952444
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,delta_true,0.004391659659078012,-0.002026853348918702,0.011099928399939644,30,0.6666666666666666,0.23135513362482665
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,realised_enforcement,-0.0030350858166112975,-0.012990880049687629,0.007931795252852543,30,0.6333333333333333,-0.10136043277860894
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,mean_mask_overlap,0.034628521126760535,0.03270655809859151,0.03659477699530517,30,1.0,6.272019198700772
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,mean_weight_kl,0.06350171995746884,0.061842024157390554,0.065037058751479,30,1.0,13.829380931903499
lamarckian,0.7,A_f0.7_move,A_f0.7_cells,adaptive_move,move-cells,eval_heldout_delta_cue,0.01448863287694257,-0.03976771316046698,0.0708705578162137,30,0.6,0.08963326060797042
lamarckian,0.9,A_f0.9_cells,C3_f0.9,adaptive_cells,adaptive-static,rate,-0.006377865091667593,-0.012793458143177842,0.0003040742460523064,30,0.6333333333333333,-0.338057860697413
lamarckian,0.9,A_f0.9_cells,C3_f0.9,adaptive_cells,adaptive-static,delta_cue,-0.002079827830928983,-0.015505470000823243,0.01130482097240725,30,0.5,-0.054939917916655305
lamarckian,0.9,A_f0.9_cells,C3_f0.9,adaptive_cells,adaptive-static,delta_true,-0.0009138179329920809,-0.013210201655597194,0.011105447038929139,30,0.5,-0.02664310307311503
