run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.7__baldwinian__s1,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,1,0.5,0.7,6.0,0,3.0,0.4246047049749325,1800,0,50,640,620,590,0,0
C3_f0.7__baldwinian__s2,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,2,0.5,0.7,6.0,0,3.0,0.44568360181743083,1800,0,50,615,595,565,0,0
C3_f0.7__baldwinian__s3,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,3,0.5,0.7,6.0,0,3.0,0.4417624521072797,1800,0,50,645,625,595,0,0
C3_f0.7__baldwinian__s4,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,4,0.5,0.7,6.0,0,3.0,0.44012563800549664,1800,0,50,660,640,610,0,0
C3_f0.7__baldwinian__s5,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,5,0.5,0.7,6.0,0,3.0,0.40157790927021697,1800,0,50,629,609,579,0,0
C3_f0.7__baldwinian__s6,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,6,0.5,0.7,6.0,0,3.0,0.43643184660275114,1800,0,50,618,598,568,0,0
C3_f0.7__baldwinian__s7,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,7,0.5,0.7,6.0,0,3.0,0.4350303951367781,1800,0,50,664,644,614,0,0
C3_f0.7__baldwinian__s8,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,8,0.5,0.7,6.0,0,3.0,0.4379399777695443,1800,0,50,719,699,669,0,0
C3_f0.7__baldwinian__s9,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,9,0.5,0.7,6.0,0,3.0,0.41804937272359366,1800,0,50,584,564,534,0,0
C3_f0.7__baldwinian__s10,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,10,0.5,0.7,6.0,0,3.0,0.43568114719527623,1800,0,50,570,550,520,0,0
C3_f0.7__baldwinian__s11,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,11,0.5,0.7,6.0,0,3.0,0.4344036697247706,1800,0,50,643,623,593,0,0
C3_f0.7__baldwinian__s12,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,12,0.5,0.7,6.0,0,3.0,0.425,1800,0,50,643,623,593,0,0
C3_f0.7__baldwinian__s13,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,13,0.5,0.7,6.0,0,3.0,0.4237093690248566,1800,0,50,668,648,618,0,0
C3_f0.7__baldwinian__s14,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,14,0.5,0.7,6.0,0,3.0,0.4482117974918718,1800,0,50,603,583,553,0,0
C3_f0.7__baldwinian__s15,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,15,0.5,0.7,6.0,0,3.0,0.4343357441948991,1800,0,50,661,641,611,0,0
C3_f0.7__baldwinian__s16,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,16,0.5,0.7,6.0,0,3.0,0.434991974317817,1800,0,50,645,625,595,0,0
C3_f0.7__baldwinian__s17,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,17,0.5,0.7,6.0,0,3.0,0.46799116997792495,1800,0,50,621,601,571,0,0
C3_f0.7__baldwinian__s18,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,18,0.5,0.7,6.0,0,3.0,0.4162914449447401,1800,0,50,605,585,555,0,0
C3_f0.7__baldwinian__s19,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,19,0.5,0.7,6.0,0,3.0,0.4393305439330544,1800,0,50,604,584,554,0,0
C3_f0.7__baldwinian__s20,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,20,0.5,0.7,6.0,0,3.0,0.46014648858250756,1800,0,50,678,658,628,0,0
C3_f0.7__baldwinian__s21,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,21,0.5,0.7,6.0,0,3.0,0.45666284841542576,1800,0,50,682,662,632,0,0
C3_f0.7__baldwinian__s22,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,22,0.5,0.7,6.0,0,3.0,0.4219582138467841,1800,0,50,612,592,562,0,0
C3_f0.7__baldwinian__s23,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,23,0.5,0.7,6.0,0,3.0,0.428125,1800,0,50,657,637,607,0,0
C3_f0.7__baldwinian__s24,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,24,0.5,0.7,6.0,0,3.0,0.46780224345658494,1800,0,50,603,583,553,0,0
C3_f0.7__baldwinian__s25,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,25,0.5,0.7,6.0,0,3.0,0.4501108647450111,1800,0,50,572,552,522,0,0
C3_f0.7__baldwinian__s26,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,26,0.5,0.7,6.0,0,3.0,0.44471644226846185,1800,0,50,584,564,534,0,0
C3_f0.7__baldwinian__s27,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,27,0.5,0.7,6.0,0,3.0,0.43165174938974776,1800,0,50,594,574,544,0,0
C3_f0.7__baldwinian__s28,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,28,0.5,0.7,6.0,0,3.0,0.43239054629988377,1800,0,50,614,594,564,0,0
C3_f0.7__baldwinian__s29,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,29,0.5,0.7,6.0,0,3.0,0.4230769230769231,1800,0,50,639,619,589,0,0
C3_f0.7__baldwinian__s30,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,30,0.5,0.7,6.0,0,3.0,0.4294453507340946,1800,0,50,603,583,553,0,0
