population,n_candidates,paradigm,endpoint,family,n_pairs,delta_mean,delta_sd,ci_low,ci_high,pvalue,effect_size,wilcoxon_stat,pvalue_adjusted
three_cluster,6,individual,loser_share,exploratory,100,0.160825,0.07299254061100001,0.14634169635802938,0.17530830364197061,5.0273486731801695e-18,2.2033073332395228,8.5,
three_cluster,6,individual,majority_welfare,exploratory,100,0.009740512879035181,0.07830885297981113,-0.005797662475147796,0.02527868823321816,0.20576253719593485,0.12438584538514937,2157.0,
three_cluster,6,individual,min_utility,exploratory,100,0.0016274556110670796,0.022782278101277673,-0.0028930426293640385,0.006147953851498198,0.4639469189039841,0.07143515691592794,2312.0,
three_cluster,6,individual,p10_utility,exploratory,100,0.0029807842778813375,0.021177626304017573,-0.0012213162327980704,0.007182884788560745,0.3305304748161958,0.14075157598355853,2242.0,
three_cluster,6,individual,gini_utility,exploratory,100,-0.004465560432128088,0.04635689640831849,-0.013663774399760194,0.004732653535504019,0.41121370964410997,-0.09633001296710553,2286.0,
three_cluster,6,individual,supporter_welfare,exploratory,100,0.0031907399266581605,0.028575878481073305,-0.0024793343222037573,0.00886081417552008,0.38812672601916176,0.11165850697368716,2274.0,
three_cluster,6,individual,lambda_winner,exploratory,100,-0.0009229313504693559,0.23813143630632233,-0.04817337461293196,0.04632751191199325,0.9564240756932026,-0.003875722436252119,683.0,
three_cluster,6,score,minority_welfare,primary,100,0.001001088233363676,0.010438127332756718,-0.001070062686283664,0.0030722391530110162,0.5588737261094053,0.09590688075073403,2355.0,0.9195227440015947
three_cluster,6,score,total_welfare,primary,100,-0.0011692975433547318,0.007757224900106313,-0.002708499257760652,0.0003699041710511883,0.12431015694745697,-0.15073657891995712,2078.0,0.5023421313439547
three_cluster,6,score,loser_welfare,exploratory,100,0.03717625241175842,0.01765480652527772,0.033673155773314964,0.040679349050201874,3.896559845095909e-18,2.105729811229048,0.0,
three_cluster,6,score,gap,exploratory,100,-0.06020719414624143,0.03929779803163978,-0.06800472984768133,-0.05240965844480153,4.8816168731894246e-17,-1.5320755147086584,85.0,
three_cluster,6,score,loser_share,exploratory,100,0.24735000000000004,0.10145707406971619,0.22721871537725108,0.267481284622749,4.392664736027936e-18,2.437976871184296,4.0,
three_cluster,6,score,majority_welfare,exploratory,100,0.0035240047905637207,0.06740089587078378,-0.009849795223328293,0.016897804804455734,0.652407226795377,0.052284242591073164,2394.0,
three_cluster,6,score,min_utility,exploratory,100,0.013428093934450847,0.021137623946641954,0.009233930759332251,0.017622257109569443,4.659276289416659e-09,0.6352697904148358,821.0,
three_cluster,6,score,p10_utility,exploratory,100,0.017025217932601328,0.02236009720687551,0.012588489540901079,0.021461946324301578,3.299843236246908e-11,0.7614107297962123,596.0,
three_cluster,6,score,gini_utility,exploratory,100,-0.03900962254142138,0.0511097776656719,-0.049150911265025285,-0.028868333817817476,1.6316686138725806e-11,-0.7632516579625499,566.0,
three_cluster,6,score,supporter_welfare,exploratory,100,-0.023030941734482998,0.027218291477813808,-0.028431641268832825,-0.01763024220013317,1.55625281041164e-11,-0.8461567748753075,564.0,
three_cluster,6,score,lambda_winner,exploratory,100,0.021045199695178325,0.24299748897467247,-0.02717077398646954,0.06926117337682619,0.3252645144721351,0.0866066550069242,1273.0,
three_cluster,6,latent_match,minority_welfare,primary,100,0.0010312140910616907,0.010347218596218557,-0.0010218985629770168,0.003084326745100398,0.45976137200079736,0.09966099406062157,2310.0,0.9195227440015947
three_cluster,6,latent_match,total_welfare,primary,100,-0.0013671467233847092,0.007424566958620538,-0.0028403418851330377,0.00010604843836361914,0.08372368855732577,-0.18413824415676372,2022.0,0.5023421313439547
three_cluster,6,latent_match,loser_welfare,exploratory,100,0.037592967524619075,0.01768964285103867,0.034082958603365035,0.041102976445873116,4.0161556854627e-18,2.1251399952606596,1.0,
