run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,monitor_policy,expected_penalty_per_defection,realised_enforcement,adaptive_draws,mean_mask_overlap,mean_weight_kl,mean_weight_gini,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C1__lamarckian__s1,C1__lamarckian,C1,C1,lamarckian,1,0.5,0.0,6.0,0,static,3.0,0.46965210954848263,0,0.4994894366197184,0.0,0.0,1800,0,50,525,505,475,505,0
C1__lamarckian__s2,C1__lamarckian,C1,C1,lamarckian,2,0.5,0.0,6.0,0,static,3.0,0.4604596805609661,0,0.4992957746478874,0.0,0.0,1800,0,50,536,516,486,516,0
C1__lamarckian__s3,C1__lamarckian,C1,C1,lamarckian,3,0.5,0.0,6.0,0,static,3.0,0.48212180746561883,0,0.5015845070422534,0.0,0.0,1800,0,50,541,521,491,521,0
C1__lamarckian__s4,C1__lamarckian,C1,C1,lamarckian,4,0.5,0.0,6.0,0,static,3.0,0.48984375,0,0.4974471830985916,0.0,0.0,1800,0,50,512,492,462,492,0
C1__lamarckian__s5,C1__lamarckian,C1,C1,lamarckian,5,0.5,0.0,6.0,0,static,3.0,0.4751359751359751,0,0.5024823943661971,0.0,0.0,1800,0,50,465,445,415,445,0
C1__lamarckian__s6,C1__lamarckian,C1,C1,lamarckian,6,0.5,0.0,6.0,0,static,3.0,0.48384491114701134,0,0.49485915492957744,0.0,0.0,1800,0,50,471,451,421,451,0
C1__lamarckian__s7,C1__lamarckian,C1,C1,lamarckian,7,0.5,0.0,6.0,0,static,3.0,0.49022556390977445,0,0.4998943661971831,0.0,0.0,1800,0,50,553,533,503,533,0
C1__lamarckian__s8,C1__lamarckian,C1,C1,lamarckian,8,0.5,0.0,6.0,0,static,3.0,0.4866836920831813,0,0.5063908450704225,0.0,0.0,1800,0,50,493,473,443,473,0
C1__lamarckian__s9,C1__lamarckian,C1,C1,lamarckian,9,0.5,0.0,6.0,0,static,3.0,0.47070626003210275,0,0.5013732394366198,0.0,0.0,1800,0,50,444,424,394,424,0
C1__lamarckian__s10,C1__lamarckian,C1,C1,lamarckian,10,0.5,0.0,6.0,0,static,3.0,0.48413017276014464,0,0.4979049295774649,0.0,0.0,1800,0,50,446,426,396,426,0
C1__lamarckian__s11,C1__lamarckian,C1,C1,lamarckian,11,0.5,0.0,6.0,0,static,3.0,0.4538269550748752,0,0.504330985915493,0.0,0.0,1800,0,50,513,493,463,493,0
C1__lamarckian__s12,C1__lamarckian,C1,C1,lamarckian,12,0.5,0.0,6.0,0,static,3.0,0.4983108108108108,0,0.49691901408450695,0.0,0.0,1800,0,50,452,432,402,432,0
C1__lamarckian__s13,C1__lamarckian,C1,C1,lamarckian,13,0.5,0.0,6.0,0,static,3.0,0.4780469341408024,0,0.5014436619718313,0.0,0.0,1800,0,50,507,487,457,487,0
C1__lamarckian__s14,C1__lamarckian,C1,C1,lamarckian,14,0.5,0.0,6.0,0,static,3.0,0.4738920579201404,0,0.5026408450704224,0.0,0.0,1800,0,50,451,431,401,431,0
C1__lamarckian__s15,C1__lamarckian,C1,C1,lamarckian,15,0.5,0.0,6.0,0,static,3.0,0.47227391142538144,0,0.4929049295774646,0.0,0.0,1800,0,50,482,462,432,462,0
C1__lamarckian__s16,C1__lamarckian,C1,C1,lamarckian,16,0.5,0.0,6.0,0,static,3.0,0.458398133748056,0,0.5025000000000001,0.0,0.0,1800,0,50,452,432,402,432,0
C1__lamarckian__s17,C1__lamarckian,C1,C1,lamarckian,17,0.5,0.0,6.0,0,static,3.0,0.48990116029222175,0,0.4979049295774648,0.0,0.0,1800,0,50,493,473,443,473,0
C1__lamarckian__s18,C1__lamarckian,C1,C1,lamarckian,18,0.5,0.0,6.0,0,static,3.0,0.4779270633397313,0,0.5041021126760564,0.0,0.0,1800,0,50,571,551,521,551,0
C1__lamarckian__s19,C1__lamarckian,C1,C1,lamarckian,19,0.5,0.0,6.0,0,static,3.0,0.4991896272285251,0,0.497887323943662,0.0,0.0,1800,0,50,523,503,473,503,0
C1__lamarckian__s20,C1__lamarckian,C1,C1,lamarckian,20,0.5,0.0,6.0,0,static,3.0,0.46957942017149856,0,0.496338028169014,0.0,0.0,1800,0,50,597,577,547,577,0
C1__lamarckian__s21,C1__lamarckian,C1,C1,lamarckian,21,0.5,0.0,6.0,0,static,3.0,0.4809384164222874,0,0.4998239436619718,0.0,0.0,1800,0,50,519,499,469,499,0
C1__lamarckian__s22,C1__lamarckian,C1,C1,lamarckian,22,0.5,0.0,6.0,0,static,3.0,0.4638314785373609,0,0.500088028169014,0.0,0.0,1800,0,50,503,483,453,483,0
C1__lamarckian__s23,C1__lamarckian,C1,C1,lamarckian,23,0.5,0.0,6.0,0,static,3.0,0.4770387965162312,0,0.4922711267605635,0.0,0.0,1800,0,50,488,468,438,468,0
C1__lamarckian__s24,C1__lamarckian,C1,C1,lamarckian,24,0.5,0.0,6.0,0,static,3.0,0.4628297362110312,0,0.5003169014084506,0.0,0.0,1800,0,50,525,505,475,505,0
C1__lamarckian__s25,C1__lamarckian,C1,C1,lamarckian,25,0.5,0.0,6.0,0,static,3.0,0.463718334048948,0,0.5024647887323944,0.0,0.0,1800,0,50,513,493,463,493,0
C1__lamarckian__s26,C1__lamarckian,C1,C1,lamarckian,26,0.5,0.0,6.0,0,static,3.0,0.4723618090452261,0,0.4944542253521128,0.0,0.0,1800,0,50,448,428,398,428,0
C1__lamarckian__s27,C1__lamarckian,C1,C1,lamarckian,27,0.5,0.0,6.0,0,static,3.0,0.48896911351785,0,0.4996830985915493,0.0,0.0,1800,0,50,505,485,455,485,0
C1__lamarckian__s28,C1__lamarckian,C1,C1,lamarckian,28,0.5,0.0,6.0,0,static,3.0,0.48297455968688846,0,0.501549295774648,0.0,0.0,1800,0,50,440,420,390,420,0
C1__lamarckian__s29,C1__lamarckian,C1,C1,lamarckian,29,0.5,0.0,6.0,0,static,3.0,0.4730878186968839,0,0.5002992957746478,0.0,0.0,1800,0,50,520,500,470,500,0
C1__lamarckian__s30,C1__lamarckian,C1,C1,lamarckian,30,0.5,0.0,6.0,0,static,3.0,0.4753492193919474,0,0.504507042253521,0.0,0.0,1800,0,50,507,487,457,487,0
