run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C2__lamarckian__s1,C2__lamarckian,C2,C2,lamarckian,1,0.5,1.0,6.0,0,3.0,0.16810196348604892,1800,0,34,373,353,339,353,0
C2__lamarckian__s2,C2__lamarckian,C2,C2,lamarckian,2,0.5,1.0,6.0,0,3.0,0.18548387096774194,1800,0,46,394,374,348,374,0
C2__lamarckian__s3,C2__lamarckian,C2,C2,lamarckian,3,0.5,1.0,6.0,0,3.0,0.18576936558009113,1800,0,45,377,357,332,357,0
C2__lamarckian__s4,C2__lamarckian,C2,C2,lamarckian,4,0.5,1.0,6.0,0,3.0,0.18689925240299038,1800,0,47,372,352,325,352,0
C2__lamarckian__s5,C2__lamarckian,C2,C2,lamarckian,5,0.5,1.0,6.0,0,3.0,0.18594748048261178,1800,0,40,384,364,344,364,0
C2__lamarckian__s6,C2__lamarckian,C2,C2,lamarckian,6,0.5,1.0,6.0,0,3.0,0.1795813441057657,1800,0,50,371,351,321,351,0
C2__lamarckian__s7,C2__lamarckian,C2,C2,lamarckian,7,0.5,1.0,6.0,0,3.0,0.17215021601861083,1800,0,47,364,344,317,344,0
C2__lamarckian__s8,C2__lamarckian,C2,C2,lamarckian,8,0.5,1.0,6.0,0,3.0,0.17976424361493124,1800,0,38,383,363,345,363,0
C2__lamarckian__s9,C2__lamarckian,C2,C2,lamarckian,9,0.5,1.0,6.0,0,3.0,0.20149253731343283,1800,0,50,403,383,353,383,0
C2__lamarckian__s10,C2__lamarckian,C2,C2,lamarckian,10,0.5,1.0,6.0,0,3.0,0.2111111111111111,1800,0,50,386,366,336,366,0
C2__lamarckian__s11,C2__lamarckian,C2,C2,lamarckian,11,0.5,1.0,6.0,0,3.0,0.22434077079107506,1800,0,42,385,365,343,365,0
C2__lamarckian__s12,C2__lamarckian,C2,C2,lamarckian,12,0.5,1.0,6.0,0,3.0,0.19863791146424517,1800,0,41,388,368,347,368,0
C2__lamarckian__s13,C2__lamarckian,C2,C2,lamarckian,13,0.5,1.0,6.0,0,3.0,0.1933240611961057,1800,0,42,395,375,353,375,0
C2__lamarckian__s14,C2__lamarckian,C2,C2,lamarckian,14,0.5,1.0,6.0,0,3.0,0.2103546677537709,1800,0,41,392,372,351,372,0
C2__lamarckian__s15,C2__lamarckian,C2,C2,lamarckian,15,0.5,1.0,6.0,0,3.0,0.17964865760689427,1800,0,33,359,339,326,339,0
C2__lamarckian__s16,C2__lamarckian,C2,C2,lamarckian,16,0.5,1.0,6.0,0,3.0,0.2177858439201452,1800,0,42,391,371,349,371,0
C2__lamarckian__s17,C2__lamarckian,C2,C2,lamarckian,17,0.5,1.0,6.0,0,3.0,0.19301686936053356,1800,0,46,374,354,328,354,0
C2__lamarckian__s18,C2__lamarckian,C2,C2,lamarckian,18,0.5,1.0,6.0,0,3.0,0.18536756946887092,1800,0,45,380,360,335,360,0
C2__lamarckian__s19,C2__lamarckian,C2,C2,lamarckian,19,0.5,1.0,6.0,0,3.0,0.21574681590119646,1800,0,41,439,419,398,419,0
C2__lamarckian__s20,C2__lamarckian,C2,C2,lamarckian,20,0.5,1.0,6.0,0,3.0,0.18894358197652406,1800,0,44,390,370,346,370,0
C2__lamarckian__s21,C2__lamarckian,C2,C2,lamarckian,21,0.5,1.0,6.0,0,3.0,0.18297725706409373,1800,0,35,408,388,373,388,0
C2__lamarckian__s22,C2__lamarckian,C2,C2,lamarckian,22,0.5,1.0,6.0,0,3.0,0.18326545723805998,1800,0,39,375,355,336,355,0
C2__lamarckian__s23,C2__lamarckian,C2,C2,lamarckian,23,0.5,1.0,6.0,0,3.0,0.19922698524244553,1800,0,42,400,380,358,380,0
C2__lamarckian__s24,C2__lamarckian,C2,C2,lamarckian,24,0.5,1.0,6.0,0,3.0,0.2072072072072072,1800,0,46,368,348,322,348,0
C2__lamarckian__s25,C2__lamarckian,C2,C2,lamarckian,25,0.5,1.0,6.0,0,3.0,0.22899243329350857,1800,0,50,421,401,371,401,0
C2__lamarckian__s26,C2__lamarckian,C2,C2,lamarckian,26,0.5,1.0,6.0,0,3.0,0.19831378299120234,1800,0,50,367,347,317,347,0
C2__lamarckian__s27,C2__lamarckian,C2,C2,lamarckian,27,0.5,1.0,6.0,0,3.0,0.18406004288777697,1800,0,39,372,352,333,352,0
C2__lamarckian__s28,C2__lamarckian,C2,C2,lamarckian,28,0.5,1.0,6.0,0,3.0,0.20820617158358765,1800,0,48,415,395,367,395,0
C2__lamarckian__s29,C2__lamarckian,C2,C2,lamarckian,29,0.5,1.0,6.0,0,3.0,0.1999254009697874,1800,0,35,389,369,354,369,0
C2__lamarckian__s30,C2__lamarckian,C2,C2,lamarckian,30,0.5,1.0,6.0,0,3.0,0.20417124039517015,1800,0,40,385,365,345,365,0
