run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C1_p9__lamarckian__s1,C1_p9__lamarckian,C1_p9,C1,lamarckian,1,0.5,0.0,9.0,0,4.5,0.4629856850715746,1800,0,50,598,578,548,578,0
C1_p9__lamarckian__s2,C1_p9__lamarckian,C1_p9,C1,lamarckian,2,0.5,0.0,9.0,0,4.5,0.45199473914949584,1800,0,50,610,590,560,590,0
C1_p9__lamarckian__s3,C1_p9__lamarckian,C1_p9,C1,lamarckian,3,0.5,0.0,9.0,0,4.5,0.5007898894154819,1800,0,50,716,696,666,696,0
C1_p9__lamarckian__s4,C1_p9__lamarckian,C1_p9,C1,lamarckian,4,0.5,0.0,9.0,0,4.5,0.4728238659583163,1800,0,50,559,539,509,539,0
C1_p9__lamarckian__s5,C1_p9__lamarckian,C1_p9,C1,lamarckian,5,0.5,0.0,9.0,0,4.5,0.46767422334172964,1800,0,50,580,560,530,560,0
C1_p9__lamarckian__s6,C1_p9__lamarckian,C1_p9,C1,lamarckian,6,0.5,0.0,9.0,0,4.5,0.4880106571936057,1800,0,50,616,596,566,596,0
C1_p9__lamarckian__s7,C1_p9__lamarckian,C1_p9,C1,lamarckian,7,0.5,0.0,9.0,0,4.5,0.47522790328973447,1800,0,50,690,670,640,670,0
C1_p9__lamarckian__s8,C1_p9__lamarckian,C1_p9,C1,lamarckian,8,0.5,0.0,9.0,0,4.5,0.46474483833268404,1800,0,50,690,670,640,670,0
C1_p9__lamarckian__s9,C1_p9__lamarckian,C1_p9,C1,lamarckian,9,0.5,0.0,9.0,0,4.5,0.44463742943986106,1800,0,50,591,571,541,571,0
C1_p9__lamarckian__s10,C1_p9__lamarckian,C1_p9,C1,lamarckian,10,0.5,0.0,9.0,0,4.5,0.46489405899459907,1800,0,50,574,554,524,554,0
C1_p9__lamarckian__s11,C1_p9__lamarckian,C1_p9,C1,lamarckian,11,0.5,0.0,9.0,0,4.5,0.4395126196692776,1800,0,50,706,686,656,686,0
C1_p9__lamarckian__s12,C1_p9__lamarckian,C1_p9,C1,lamarckian,12,0.5,0.0,9.0,0,4.5,0.4691677447175507,1800,0,50,623,603,573,603,0
C1_p9__lamarckian__s13,C1_p9__lamarckian,C1_p9,C1,lamarckian,13,0.5,0.0,9.0,0,4.5,0.4853174603174603,1800,0,50,771,751,721,751,0
C1_p9__lamarckian__s14,C1_p9__lamarckian,C1_p9,C1,lamarckian,14,0.5,0.0,9.0,0,4.5,0.4751152073732719,1800,0,50,662,642,612,642,0
C1_p9__lamarckian__s15,C1_p9__lamarckian,C1_p9,C1,lamarckian,15,0.5,0.0,9.0,0,4.5,0.46947791164658637,1800,0,50,584,564,534,564,0
C1_p9__lamarckian__s16,C1_p9__lamarckian,C1_p9,C1,lamarckian,16,0.5,0.0,9.0,0,4.5,0.46365105008077545,1800,0,50,581,561,531,561,0
C1_p9__lamarckian__s17,C1_p9__lamarckian,C1_p9,C1,lamarckian,17,0.5,0.0,9.0,0,4.5,0.4916151809355693,1800,0,50,622,602,572,602,0
C1_p9__lamarckian__s18,C1_p9__lamarckian,C1_p9,C1,lamarckian,18,0.5,0.0,9.0,0,4.5,0.47583333333333333,1800,0,50,671,651,621,651,0
C1_p9__lamarckian__s19,C1_p9__lamarckian,C1_p9,C1,lamarckian,19,0.5,0.0,9.0,0,4.5,0.4640135478408129,1800,0,40,691,671,651,671,0
C1_p9__lamarckian__s20,C1_p9__lamarckian,C1_p9,C1,lamarckian,20,0.5,0.0,9.0,0,4.5,0.47713280562884786,1800,0,50,656,636,606,636,0
C1_p9__lamarckian__s21,C1_p9__lamarckian,C1_p9,C1,lamarckian,21,0.5,0.0,9.0,0,4.5,0.4640159045725646,1800,0,50,674,654,624,654,0
C1_p9__lamarckian__s22,C1_p9__lamarckian,C1_p9,C1,lamarckian,22,0.5,0.0,9.0,0,4.5,0.44820384294068505,1800,0,50,640,620,590,620,0
C1_p9__lamarckian__s23,C1_p9__lamarckian,C1_p9,C1,lamarckian,23,0.5,0.0,9.0,0,4.5,0.4717842323651452,1800,0,50,666,646,616,646,0
C1_p9__lamarckian__s24,C1_p9__lamarckian,C1_p9,C1,lamarckian,24,0.5,0.0,9.0,0,4.5,0.4801038062283737,1800,0,50,664,644,614,644,0
C1_p9__lamarckian__s25,C1_p9__lamarckian,C1_p9,C1,lamarckian,25,0.5,0.0,9.0,0,4.5,0.4851301115241636,1800,0,50,628,608,578,608,0
C1_p9__lamarckian__s26,C1_p9__lamarckian,C1_p9,C1,lamarckian,26,0.5,0.0,9.0,0,4.5,0.45137374618403836,1800,0,50,525,505,475,505,0
C1_p9__lamarckian__s27,C1_p9__lamarckian,C1_p9,C1,lamarckian,27,0.5,0.0,9.0,0,4.5,0.45500209292591043,1800,0,50,691,671,641,671,0
C1_p9__lamarckian__s28,C1_p9__lamarckian,C1_p9,C1,lamarckian,28,0.5,0.0,9.0,0,4.5,0.5079302141157811,1800,0,50,642,622,592,622,0
C1_p9__lamarckian__s29,C1_p9__lamarckian,C1_p9,C1,lamarckian,29,0.5,0.0,9.0,0,4.5,0.46655082536924414,1800,0,50,700,680,650,680,0
C1_p9__lamarckian__s30,C1_p9__lamarckian,C1_p9,C1,lamarckian,30,0.5,0.0,9.0,0,4.5,0.464688675302967,1800,0,50,567,547,517,547,0
