run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,monitor_policy,mask_overlap,weight_kl,weight_gini,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,50,train,50,0.66,33,3,112.71987256392565,0.7708333333333334,0.5,adaptive_move,0.525,0.06294630710324602,0.11004648760330582,310.0,70.0,61.0,314.0,60.0,8.0,0.0,0.0,42.0,8.0,6.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,100,train,50,0.76,10,10,81.08494775074848,0.8541666666666666,0.5,adaptive_move,0.5875,0.058628420642267295,0.11997798102981005,374.0,57.0,51.0,314.0,52.0,11.0,0.0,0.0,40.0,9.0,3.0,25.0,13.0,2.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,150,train,50,0.88,12,12,87.64582282044364,0.7916666666666666,0.5,adaptive_move,0.56875,0.10392992540133654,0.1865962009803921,391.0,72.0,62.0,368.0,78.0,15.0,0.0,0.0,43.0,2.0,8.0,29.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,200,train,50,0.9,6,6,99.81411728717019,0.7708333333333334,0.5,adaptive_move,0.53125,0.11217816736724345,0.17087563451776644,469.0,67.0,65.0,465.0,79.0,9.0,0.0,0.0,50.0,5.0,7.0,24.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,250,train,50,0.88,13,13,119.91763913134187,0.7291666666666666,0.5,adaptive_move,0.5,0.08651045145233993,0.1639435279187813,494.0,101.0,94.0,404.0,86.0,9.0,0.0,0.0,38.0,6.0,20.0,28.0,17.0,2.0,0.0,0.0,0.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,300,train,50,0.86,6,6,79.35854986668723,0.7916666666666666,0.5,adaptive_move,0.50625,0.07349686658067499,0.1425442913385826,617.0,104.0,63.0,360.0,105.0,23.0,0.0,0.0,54.0,4.0,9.0,16.0,31.0,3.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,350,train,50,0.86,6,6,72.81428892877767,0.9166666666666666,0.5,adaptive_move,0.55,0.06475918290917658,0.12489049865229118,371.0,77.0,75.0,473.0,117.0,27.0,0.0,0.0,52.0,4.0,13.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,400,train,50,0.86,5,5,82.72449545914581,0.7916666666666666,0.5,adaptive_move,0.5625,0.09679066244340495,0.17734763681592058,381.0,72.0,87.0,594.0,153.0,29.0,0.0,0.0,50.0,5.0,14.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,450,train,50,0.84,6,6,69.36130389071084,0.9166666666666666,0.5,adaptive_move,0.56875,0.1029326116936262,0.18092512376237613,406.0,83.0,94.0,481.0,124.0,17.0,0.0,0.0,55.0,3.0,19.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,500,train,49,1.2244897959183674,16,17,58.74322330823846,0.9166666666666666,0.5,adaptive_move,0.5625,0.08436473807799297,0.16686870277078092,393.0,66.0,109.0,609.0,58.0,8.0,0.0,0.0,51.0,4.0,19.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,550,train,50,1.68,27,26,117.37734327032796,0.75,0.5,adaptive_move,0.58125,0.12437255965184184,0.2309785634743875,241.0,60.0,77.0,365.0,87.0,22.0,0.0,0.0,38.0,2.0,13.0,28.0,12.0,3.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,600,train,50,1.9,18,18,53.01246624031376,0.9375,0.5,adaptive_move,0.575,0.12648213443650175,0.2151723130841119,325.0,57.0,84.0,493.0,102.0,27.0,0.0,0.0,53.0,3.0,19.0,27.0,27.0,2.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,650,train,44,2.25,20,26,63.98271637008951,0.8958333333333334,0.5,adaptive_move,0.6,0.19967776172801413,0.2648369565217392,224.0,60.0,81.0,527.0,68.0,9.0,0.0,0.0,55.0,3.0,20.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,700,train,50,2.54,19,13,59.75599966234219,0.875,0.5,adaptive_move,0.55625,0.1134681439715789,0.18293269230769238,313.0,49.0,91.0,456.0,142.0,21.0,0.0,0.0,53.0,2.0,17.0,19.0,15.0,2.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,750,train,48,2.6458333333333335,15,17,46.785952167917976,0.8958333333333334,0.5,adaptive_move,0.5375,0.12004917667710083,0.2138184731934729,300.0,73.0,70.0,400.0,108.0,25.0,0.0,0.0,54.0,3.0,11.0,30.0,17.0,2.0,0.0,0.0,0.0,0.0,11.0,30.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,800,train,45,2.688888888888889,12,15,74.18744700094553,0.8541666666666666,0.5,adaptive_move,0.575,0.0678535438629273,0.1430727806788512,390.0,90.0,83.0,337.0,51.0,3.0,0.0,0.0,47.0,9.0,12.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,850,train,50,2.88,22,17,61.71716153781496,0.9166666666666666,0.5,adaptive_move,0.58125,0.106583412427179,0.16952728426395924,409.0,81.0,74.0,431.0,178.0,40.0,0.0,0.0,52.0,5.0,13.0,22.0,14.0,4.0,0.0,0.0,0.0,0.0,13.0,22.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,900,train,47,2.9361702127659575,13,16,93.33811628653723,0.75,0.5,adaptive_move,0.5625,0.09073140124517305,0.17632599255583137,286.0,57.0,67.0,368.0,102.0,19.0,0.0,0.0,41.0,3.0,16.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,950,train,45,3.1333333333333333,14,16,47.81205088968352,0.9583333333333334,0.5,adaptive_move,0.60625,0.13885201078011308,0.23063920454545417,338.0,63.0,56.0,365.0,59.0,13.0,0.0,0.0,58.0,4.0,16.0,25.0,22.0,2.0,0.0,0.0,0.0,0.0,16.0,25.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1000,train,35,3.2,6,16,70.95379164055817,0.8333333333333334,0.5,adaptive_move,0.55,0.11385266725606909,0.1966334541062802,261.0,34.0,60.0,420.0,39.0,5.0,0.0,0.0,48.0,2.0,12.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1050,train,42,3.619047619047619,20,13,46.23294124097279,0.9583333333333334,0.5,adaptive_move,0.58125,0.11453764692389282,0.19768825301204807,332.0,52.0,64.0,305.0,81.0,9.0,0.0,0.0,70.0,2.0,18.0,13.0,20.0,4.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1100,train,36,3.75,8,14,74.42421490899974,0.8333333333333334,0.5,adaptive_move,0.575,0.14070541026828745,0.2209011627906976,270.0,34.0,48.0,260.0,47.0,7.0,0.0,0.0,61.0,1.0,16.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1150,train,36,4.138888888888889,9,9,76.64833658160657,0.8333333333333334,0.5,adaptive_move,0.5375,0.15392234277932326,0.22743375576036873,266.0,50.0,49.0,200.0,25.0,3.0,0.0,0.0,65.0,2.0,9.0,15.0,14.0,2.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1200,train,44,4.568181818181818,20,12,69.06809635050084,0.9375,0.5,adaptive_move,0.5875,0.10011013050059239,0.17525000000000013,275.0,58.0,56.0,313.0,29.0,3.0,0.0,0.0,59.0,2.0,14.0,13.0,19.0,1.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0
A_f0.7_move__lamarckian__s1,A_f0.7_move__lamarckian,A_f0.7_move,A,lamarckian,1,1250,train,47,4.723404255319149,16,13,48.184414738710956,0.9375,0.5,adaptive_move,0.5875,0.10527882297614354,0.18714767156862755,246.0,54.0,48.0,318.0,41.0,5.0,0.0,0.0,49.0,5.0,15.0,22.0,26.0,3.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0
