run_id,cell_id,condition,family,inheritance_mode,seed,fidelity,penalty,expected_penalty_per_defection,extinct,final_population,total_agents,warmstart_applied,warmstart_skipped,population_late,mean_generation_end,drift_per_100_ticks,opportunities,rate,rate_cue0,rate_cue1,rate_m0,rate_m1,delta_cue,delta_true,realised_enforcement,eval_heldout_rate_cue0,eval_heldout_rate_cue1,eval_heldout_delta_cue,eval_heldout_opportunities,eval_train_rate_cue0,eval_train_rate_cue1,eval_train_delta_cue,eval_train_opportunities
C1_p3__lamarckian__s11,C1_p3__lamarckian,C1_p3,C1,lamarckian,11,0.0,3.0,1.5,0,30,313,293,0,35.2,5.766666666666667,0.0045387923683371766,7831.0,0.17328565955816627,0.16823141334686628,0.17840616966580977,0.1725865209471767,0.17417854027333526,-0.01017475631894349,-0.0015920193261585724,0.44141488577745025,0.46153846153846156,0.449438202247191,0.012100259291270565,193.0,0.15170556552962297,0.12192902638762511,0.029776539141997863,2213.0
C1_p3__lamarckian__s12,C1_p3__lamarckian,C1_p3,C1,lamarckian,12,0.0,3.0,1.5,0,43,338,318,0,39.266666666666666,5.0,0.000715075315669186,10470.0,0.1373447946513849,0.13064944929737943,0.14411990776325903,0.13952569169960474,0.13530499075785582,-0.013470458465879603,0.004220700941748923,0.5090403337969402,0.31521739130434784,0.3,0.01521739130434785,172.0,0.10597826086956522,0.07848568790397045,0.027492572965594764,2187.0
C1_p3__lamarckian__s13,C1_p3__lamarckian,C1_p3,C1,lamarckian,13,0.0,3.0,1.5,0,46,335,315,0,38.13333333333333,5.7631578947368425,3.44239494767638e-05,11488.0,0.1362291086350975,0.13551236749116607,0.1369251887439945,0.13834126444595513,0.13401142041399,-0.0014128212528284334,0.004329844031965124,0.47987220447284346,0.36153846153846153,0.2647058823529412,0.09683257918552035,266.0,0.1073170731707317,0.13550135501355012,-0.028184281842818418,2911.0
C1_p3__lamarckian__s14,C1_p3__lamarckian,C1_p3,C1,lamarckian,14,0.0,3.0,1.5,0,31,310,290,0,36.53333333333333,4.516129032258065,0.002625609981151977,9363.0,0.13948520773256434,0.1560298826040555,0.12291577597263788,0.14093816631130063,0.13802696340680504,0.03311410663141763,0.002911202904495591,0.49387442572741197,0.39880952380952384,0.4327485380116959,-0.033939014202172046,339.0,0.18675352877307275,0.16850551654964896,0.018248012223423787,1918.0
C1_p3__lamarckian__s15,C1_p3__lamarckian,C1_p3,C1,lamarckian,15,0.0,3.0,1.5,0,37,340,320,0,37.266666666666666,4.894736842105263,-0.0015377689099326341,10634.0,0.15017867218356215,0.1583069177699049,0.14190855625118573,0.15778019586507072,0.1419921875,0.01639836151871918,0.015788008365070716,0.45522855353788355,0.17872340425531916,0.1634980988593156,0.015225305396003558,498.0,0.1337890625,0.1267605633802817,0.007028499119718312,2089.0
C1_p3__lamarckian__s16,C1_p3__lamarckian,C1_p3,C1,lamarckian,16,0.0,3.0,1.5,0,38,340,320,0,39.733333333333334,5.609756097560975,0.000823937432746984,11173.0,0.1368477579880068,0.13782402336619204,0.13590869183494295,0.1371627502175805,0.13651436993367722,0.0019153315312490926,0.0006483802839032937,0.48463047743623283,0.3372093023255814,0.2911392405063291,0.04607006181925227,165.0,0.16234309623430962,0.1288244766505636,0.03351861958374602,2437.0
C1_p3__lamarckian__s17,C1_p3__lamarckian,C1_p3,C1,lamarckian,17,0.0,3.0,1.5,0,50,349,329,0,38.46666666666667,7.828571428571428,-0.0002891269176842821,9731.0,0.13657383619360805,0.14101765316718587,0.1322213181448332,0.13781369629944704,0.13541459534698747,0.008796335022352664,0.0023991009524595708,0.5124153498871332,0.25,0.20394736842105263,0.04605263157894737,316.0,0.10071942446043165,0.11613475177304965,-0.015415327312617993,2240.0
C1_p3__lamarckian__s18,C1_p3__lamarckian,C1_p3,C1,lamarckian,18,0.0,3.0,1.5,0,41,348,328,0,37.86666666666667,5.53125,0.0022341218968228408,9926.0,0.14547652629457988,0.15299652280629986,0.13817748659916618,0.15498458376156218,0.13633669235328985,0.014819036207133679,0.018647891408272332,0.4778393351800554,0.248,0.328,-0.08000000000000002,250.0,0.10007698229407236,0.10587326120556415,-0.005796278911491787,2593.0
C1_p3__lamarckian__s19,C1_p3__lamarckian,C1_p3,C1,lamarckian,19,0.0,3.0,1.5,0,36,348,328,0,37.333333333333336,5.516129032258065,0.0013837365270299735,10045.0,0.14186162269785962,0.14610585630911652,0.13770685579196218,0.14588281868566905,0.13779291007410374,0.008399000517154337,0.008089908611565305,0.48280701754385963,0.43820224719101125,0.2743362831858407,0.16386596400517056,202.0,0.1179245283018868,0.14138576779026218,-0.02346123948837539,2128.0
C1_p3__lamarckian__s20,C1_p3__lamarckian,C1_p3,C1,lamarckian,20,0.0,3.0,1.5,0,50,337,317,0,39.266666666666666,4.342105263157895,0.0027950594603528786,9554.0,0.14130207243039564,0.15150884495317377,0.13097494209307223,0.14637223974763408,0.13627839133152742,0.02053390286010154,0.010093848416106665,0.48444444444444446,0.3983050847457627,0.375,0.023305084745762705,238.0,0.15303430079155672,0.1088560885608856,0.044178212230671116,2221.0
C1_p3__lamarckian__s21,C1_p3__lamarckian,C1_p3,C1,lamarckian,21,0.0,3.0,1.5,0,37,334,314,0,39.666666666666664,4.769230769230769,0.0035352132183251736,10660.0,0.14690431519699812,0.1467703127891912,0.14704203918584743,0.1532165968785687,0.14076951535331114,-0.00027172639665623555,0.012447081525257558,0.4859514687100894,0.28205128205128205,0.20930232558139536,0.07274895646988669,164.0,0.1483996120271581,0.08223350253807106,0.06616610948908704,2016.0
C1_p3__lamarckian__s22,C1_p3__lamarckian,C1_p3,C1,lamarckian,22,0.0,3.0,1.5,0,45,343,323,0,40.666666666666664,4.642857142857143,0.0012370501422318918,10119.0,0.14309714398655993,0.14830092319780003,0.13782816229116945,0.14861660079051384,0.13757659616525006,0.010472760906630574,0.011040004625263777,0.48066298342541436,0.2976190476190476,0.3262411347517731,-0.02862208713272546,309.0,0.13314967860422405,0.13066202090592335,0.0024876576983006993,2237.0
C1_p3__lamarckian__s23,C1_p3__lamarckian,C1_p3,C1,lamarckian,23,0.0,3.0,1.5,0,44,345,325,0,36.46666666666667,4.916666666666667,0.0012258092582529418,10523.0,0.1388387342012734,0.1362511893434824,0.14141989369779803,0.13981358189081225,0.13786555260159514,-0.005168704354315629,0.0019480292892171125,0.49691991786447637,0.4,0.34065934065934067,0.05934065934065935,186.0,0.11943986820428336,0.09042553191489362,0.029014336289389736,2342.0
C1_p3__lamarckian__s24,C1_p3__lamarckian,C1_p3,C1,lamarckian,24,0.0,3.0,1.5,0,39,337,317,0,38.0,5.813953488372093,0.0015494676433339776,9998.0,0.14152830566113223,0.14762670957361224,0.13549542379625945,0.1415713482092631,0.1414790996784566,0.012131285777352785,9.224853080649908e-05,0.4664310954063604,0.40404040404040403,0.5333333333333333,-0.1292929292929293,189.0,0.12715654952076677,0.09752925877763328,0.029627290743133486,3103.0
C1_p3__lamarckian__s25,C1_p3__lamarckian,C1_p3,C1,lamarckian,25,0.0,3.0,1.5,0,41,332,312,0,38.8,5.073170731707317,-0.0011865508114112652,9330.0,0.14158628081457664,0.13493091537132987,0.14814814814814814,0.14099694811800612,0.14224235560588902,-0.013217232776818272,-0.0012454074878829047,0.4753974261922786,0.6,0.5588235294117647,0.04117647058823526,143.0,0.13949433304272013,0.14850615114235502,-0.009011818099634888,2285.0
C1_p3__lamarckian__s26,C1_p3__lamarckian,C1_p3,C1,lamarckian,26,0.0,3.0,1.5,0,34,328,308,0,41.2,5.888888888888889,-0.0004918648270371611,10399.0,0.14232137705548611,0.147534516765286,0.13736160630512292,0.14878621769772904,0.13608013608013608,0.010172910460163082,0.012706081617592957,0.4864864864864865,0.24193548387096775,0.23853211009174313,0.0034033737792246166,233.0,0.13989637305699482,0.15692307692307692,-0.0170267038660821,1940.0
C1_p3__lamarckian__s27,C1_p3__lamarckian,C1_p3,C1,lamarckian,27,0.0,3.0,1.5,0,45,299,279,0,35.93333333333333,5.46875,0.0035164409146285123,9920.0,0.15110887096774195,0.14940888707704852,0.15277223773434384,0.15914064054107818,0.14285714285714285,-0.0033633506572953165,0.016283497683935333,0.46631087391594395,0.4225352112676056,0.291044776119403,0.13149043514820263,276.0,0.12240356083086053,0.10697305863708399,0.015430502193776535,2610.0
C1_p3__lamarckian__s28,C1_p3__lamarckian,C1_p3,C1,lamarckian,28,0.0,3.0,1.5,0,50,394,374,0,39.06666666666667,5.6,0.00011270037918395882,10835.0,0.13964005537609597,0.13766088416340236,0.14157837047862623,0.13575978161965424,0.14363295880149812,-0.003917486315223873,-0.007873177181843882,0.5069398545935228,0.17054263565891473,0.14074074074074075,0.029801894918173977,264.0,0.10860121633362294,0.11469838572642312,-0.006097169392800181,2328.0
C1_p3__lamarckian__s29,C1_p3__lamarckian,C1_p3,C1,lamarckian,29,0.0,3.0,1.5,0,49,372,352,0,39.53333333333333,5.085714285714285,0.0040018923175126515,9717.0,0.14335700319028508,0.13562461411813131,0.15109098394400988,0.14970414201183432,0.1364321067355283,-0.015466369825878568,0.013272035276306021,0.45513280689160085,0.2702702702702703,0.24157303370786518,0.02869723656240511,326.0,0.08047585724282715,0.10394736842105264,-0.02347151117822549,2949.0
C1_p3__lamarckian__s30,C1_p3__lamarckian,C1_p3,C1,lamarckian,30,0.0,3.0,1.5,0,37,313,293,0,38.46666666666667,4.424242424242424,0.0010262007425283397,10367.0,0.1424713031735314,0.13972132086276007,0.1452808112324493,0.13752913752913754,0.14822546972860126,-0.005559490369689224,-0.010696332199463726,0.48070412999322953,0.23529411764705882,0.20588235294117646,0.02941176470588236,204.0,0.1166464155528554,0.15384615384615385,-0.03719973829329845,1629.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,0.0,9.0,4.5,0,50,841,0,0,44.8,6.162790697674419,-0.0011393131418384996,11640.0,0.10335051546391752,0.10623596476075316,0.1004956417706375,0.10881958417169685,0.09760394644115575,0.005740322990115662,0.0112156377305411,0.4605153782211139,0.011976047904191617,0.05084745762711865,-0.03887140972292703,344.0,0.03651266766020864,0.027516292541636494,0.00899637511857215,2723.0
C1_p9__baldwinian__s2,C1_p9__baldwinian,C1_p9,C1,baldwinian,2,0.0,9.0,4.5,0,50,835,0,0,45.0,7.24,-0.004138788775712808,11842.0,0.09804087147441311,0.09838274932614555,0.09769725702675246,0.10166840458811262,0.09461235216819974,0.0006854922993930895,0.0070560524199128755,0.49612403100775193,0.06763285024154589,0.07211538461538461,-0.00448253437383872,415.0,0.06307821698906645,0.055692055692055695,0.0073861612970107515,2410.0
C1_p9__baldwinian__s3,C1_p9__baldwinian,C1_p9,C1,baldwinian,3,0.0,9.0,4.5,0,50,814,0,0,38.53333333333333,8.08695652173913,0.0008125189881885915,9958.0,0.12251456115685881,0.12815378454144974,0.1168412570507655,0.12705751803218052,0.11711711711711711,0.011312527490684232,0.009940400915063402,0.43688524590163935,0.09417040358744394,0.031088082901554404,0.06308232068588954,416.0,0.056827150749802685,0.04102976669348351,0.015797384056319176,2510.0
C1_p9__baldwinian__s4,C1_p9__baldwinian,C1_p9,C1,baldwinian,4,0.0,9.0,4.5,0,50,805,0,0,50.0,4.84,-0.0024349201059468643,13488.0,0.0888938315539739,0.09401963701279381,0.08380135973987585,0.0931101479599462,0.0847432690893041,0.010218277272917964,0.008366878870642094,0.48040033361134277,0.09166666666666666,0.07692307692307693,0.014743589743589733,474.0,0.06896551724137931,0.03961848862802641,0.0293470286133529,2784.0
C1_p9__baldwinian__s5,C1_p9__baldwinian,C1_p9,C1,baldwinian,5,0.0,9.0,4.5,0,50,750,0,0,48.53333333333333,4.8,-0.0025933045382886323,11579.0,0.10346316607651783,0.10675909878682842,0.10018936133585815,0.117382707172389,0.09059175531914894,0.006569737450970267,0.026790951853240055,0.4549248747913189,0.06206896551724138,0.06164383561643835,0.0004251299008030257,291.0,0.0433996383363472,0.033810143042912875,0.009589495293434322,3197.0
C1_p9__baldwinian__s6,C1_p9__baldwinian,C1_p9,C1,baldwinian,6,0.0,9.0,4.5,0,50,803,0,0,43.266666666666666,6.68,-0.0009601981343766064,10156.0,0.10811343048444269,0.11815846670618455,0.09813542688910697,0.11307767944936087,0.10313547623742851,0.02002303981707758,0.009942203211932357,0.4763205828779599,0.15196078431372548,0.09405940594059406,0.05790137837313142,406.0,0.0606312292358804,0.03292894280762565,0.02770228642825475,2358.0
C1_p9__baldwinian__s7,C1_p9__baldwinian,C1_p9,C1,baldwinian,7,0.0,9.0,4.5,0,50,850,0,0,40.666666666666664,5.466666666666667,-0.0020367408616084595,11410.0,0.10736196319018405,0.10948140387637506,0.10522611296850255,0.11436397877075843,0.10001795654516071,0.004255290907872508,0.014346022225597721,0.4546938775510204,0.019230769230769232,0.047058823529411764,-0.027828054298642532,378.0,0.043740573152337855,0.031134173461823574,0.012606399690514282,2675.0
C1_p9__baldwinian__s8,C1_p9__baldwinian,C1_p9,C1,baldwinian,8,0.0,9.0,4.5,0,50,880,0,0,41.2,8.5625,-0.0019238112839459391,12580.0,0.10262321144674086,0.10409098088769547,0.10113618178908626,0.11109257714762302,0.09491268033409264,0.002954799098609212,0.01617989681353038,0.48412083656080557,0.0641025641025641,0.03278688524590164,0.031315678856662456,278.0,0.03849855630413859,0.048868778280542986,-0.010370221976404394,2144.0
C1_p9__baldwinian__s9,C1_p9__baldwinian,C1_p9,C1,baldwinian,9,0.0,9.0,4.5,0,50,837,0,0,46.93333333333333,8.18,-0.0024344150697377847,11318.0,0.1032867997879484,0.10539046302695232,0.10108499095840869,0.10966201322556944,0.09737827715355805,0.004305472068543634,0.012283736072011386,0.4893071000855432,0.07894736842105263,0.05303030303030303,0.025917065390749595,530.0,0.050975456261799876,0.06233243967828418,-0.011356983416484306,3081.0
C1_p9__baldwinian__s10,C1_p9__baldwinian,C1_p9,C1,baldwinian,10,0.0,9.0,4.5,0,50,806,0,0,50.0,4.24,-0.00123218294999977,12353.0,0.09204241884562454,0.09445081027991488,0.08968609865470852,0.09842777595807403,0.08580118456859293,0.004764711625206364,0.012626591389481107,0.4714160070360598,0.09405940594059406,0.06382978723404255,0.03022961870655151,390.0,0.033373063170441,0.040297582145071294,-0.006924518974630291,3291.0
C1_p9__baldwinian__s11,C1_p9__baldwinian,C1_p9,C1,baldwinian,11,0.0,9.0,4.5,0,50,797,0,0,42.13333333333333,6.42,6.34822368650446e-05,9118.0,0.11614389120421145,0.116069465816663,0.11621799080761655,0.11623459413514663,0.11604714415231188,-0.00014852499095355243,0.00018744998283475034,0.48347497639282344,0.11475409836065574,0.1,0.014754098360655735,131.0,0.050204918032786885,0.035467980295566505,0.01473693773722038,1991.0
C1_p9__baldwinian__s12,C1_p9__baldwinian,C1_p9,C1,baldwinian,12,0.0,9.0,4.5,0,50,781,0,0,50.0,4.68,-0.001129858098348036,12325.0,0.0910344827586207,0.09691912708600771,0.0850155916625636,0.09694209499024073,0.0851546057956937,0.011903535423444106,0.01178748919454703,0.46880570409982175,0.07467532467532467,0.06415094339622641,0.010524381279098258,573.0,0.07785888077858881,0.05944055944055944,0.01841832133802937,1680.0
C1_p9__baldwinian__s13,C1_p9__baldwinian,C1_p9,C1,baldwinian,13,0.0,9.0,4.5,0,50,835,0,0,43.4,7.405405405405405,-0.0006118815915173889,12441.0,0.09975082388875492,0.10125765881973557,0.09825292514826094,0.10496734011848702,0.09388869921474906,0.0030047336714746353,0.01107864090373796,0.44319097502014504,0.4166666666666667,0.1,0.31666666666666665,22.0,0.048357664233576646,0.0448943661971831,0.0034632980363935445,2232.0
C1_p9__baldwinian__s14,C1_p9__baldwinian,C1_p9,C1,baldwinian,14,0.0,9.0,4.5,0,50,806,0,0,43.53333333333333,5.365853658536586,-0.0016473871635601042,10175.0,0.09936117936117936,0.09931707317073171,0.09940594059405941,0.0979361370716511,0.10081365350267911,-8.88674233276987e-05,-0.0028775164310280155,0.5024727992087042,0.11875,0.10071942446043165,0.01803057553956834,299.0,0.06485355648535565,0.06608884073672806,-0.0012352842513724122,1879.0
C1_p9__baldwinian__s15,C1_p9__baldwinian,C1_p9,C1,baldwinian,15,0.0,9.0,4.5,0,50,815,0,0,41.266666666666666,6.152173913043479,-0.00019158065044861647,11186.0,0.11371357053459681,0.11435176951805086,0.11306848822577746,0.12277397260273973,0.10381593714927048,0.0012832812922733972,0.018958035453469246,0.4363207547169811,0.030042918454935622,0.027777777777777776,0.002265140677157846,485.0,0.04062681369704005,0.046181172291296625,-0.005554358594256577,3412.0
C1_p9__baldwinian__s16,C1_p9__baldwinian,C1_p9,C1,baldwinian,16,0.0,9.0,4.5,0,50,785,0,0,46.733333333333334,6.18,-0.004264480092682618,11767.0,0.10367978244242372,0.11007591442374051,0.09747111036677274,0.10222364421692529,0.10532994923857868,0.012604804056967775,-0.003106305021653391,0.47622950819672133,0.06521739130434782,0.04044117647058824,0.024776214833759587,548.0,0.03879310344827586,0.031093836757357024,0.007699266690918839,3657.0
C1_p9__baldwinian__s17,C1_p9__baldwinian,C1_p9,C1,baldwinian,17,0.0,9.0,4.5,0,50,789,0,0,49.46666666666667,4.976190476190476,0.0007850436082862065,11079.0,0.09468363570719379,0.09635743764579222,0.0929894660370505,0.1063867639210105,0.08263100036643459,0.003367971608741721,0.023755763554575912,0.4299332697807436,0.07547169811320754,0.17073170731707318,-0.09526000920386564,94.0,0.043923865300146414,0.054404145077720206,-0.010480279777573792,1455.0
C1_p9__baldwinian__s18,C1_p9__baldwinian,C1_p9,C1,baldwinian,18,0.0,9.0,4.5,0,50,788,0,0,46.06666666666667,7.54,-0.00232480807314354,11483.0,0.09814508403727248,0.10209378785256965,0.09414446002805049,0.10762331838565023,0.08847845206684257,0.007949327824519153,0.019144866318807657,0.44631765749778174,0.044444444444444446,0.029288702928870293,0.015155741515574153,464.0,0.046357615894039736,0.04122423485321674,0.005133381040822997,3262.0
C1_p9__baldwinian__s19,C1_p9__baldwinian,C1_p9,C1,baldwinian,19,0.0,9.0,4.5,0,50,841,0,0,48.666666666666664,5.48,-0.002848942092326307,12872.0,0.09027346177750155,0.09607993850883935,0.08434113397204335,0.09374041116907027,0.08671702864337426,0.011738804536796002,0.007023382525696009,0.47418244406196214,0.06666666666666667,0.07234042553191489,-0.005673758865248221,475.0,0.08372093023255814,0.040632054176072234,0.043088876056485904,1746.0
C1_p9__baldwinian__s20,C1_p9__baldwinian,C1_p9,C1,baldwinian,20,0.0,9.0,4.5,0,50,774,0,0,40.46666666666667,7.048780487804878,0.00011431344713289525,9895.0,0.10874178878221324,0.10772690106295993,0.10973415950429742,0.11208791208791209,0.10531697341513292,-0.002007258441337492,0.00677093867277917,0.47862453531598514,0.029850746268656716,0.023605150214592276,0.0062455960540644395,935.0,0.045819014891179836,0.04939626783754116,-0.0035772529463613256,1784.0
C1_p9__baldwinian__s21,C1_p9__baldwinian,C1_p9,C1,baldwinian,21,0.0,9.0,4.5,0,50,852,0,0,48.46666666666667,5.208333333333333,-0.0012389823473690643,13189.0,0.0969747516870119,0.10065779409515067,0.0933553818400481,0.10453014998469544,0.08955672426746807,0.007302412255102572,0.014973425717227373,0.4659890539483972,0.02,0.042682926829268296,-0.022682926829268295,314.0,0.04888507718696398,0.042444821731748725,0.006440255455215253,2344.0
C1_p9__baldwinian__s22,C1_p9__baldwinian,C1_p9,C1,baldwinian,22,0.0,9.0,4.5,0,50,767,0,0,50.0,5.22,-0.003595384913221721,11152.0,0.10052008608321378,0.09841669665347247,0.1026099392205935,0.11790065604498594,0.08457968024755029,-0.0041932425671210305,0.03332097579743565,0.43889384478144516,0.07988165680473373,0.0764525993883792,0.0034290574163545334,665.0,0.06161841128433556,0.06607929515418502,-0.004460883869849462,2709.0
C1_p9__baldwinian__s23,C1_p9__baldwinian,C1_p9,C1,baldwinian,23,0.0,9.0,4.5,0,50,812,0,0,41.266666666666666,5.7073170731707314,0.00011908499933688131,9786.0,0.12017167381974249,0.11525840853158327,0.125050916496945,0.1293206197854589,0.11047979797979798,-0.009792507965361727,0.018840821805660907,0.44642857142857145,0.08108108108108109,0.022556390977443608,0.05852469010363748,281.0,0.05525525525525526,0.04031800113571834,0.014937254119536919,3426.0
C1_p9__baldwinian__s24,C1_p9__baldwinian,C1_p9,C1,baldwinian,24,0.0,9.0,4.5,0,50,862,0,0,45.6,9.16326530612245,-0.0013948269873839008,11763.0,0.09912437303408994,0.09913132345426673,0.09911744738628649,0.10449780182617517,0.09369122926996068,1.3876067980242435e-05,0.010806572556214492,0.4699828473413379,0.125,0.18333333333333332,-0.05833333333333332,232.0,0.051142546245919476,0.03905447070914697,0.012088075536772505,1892.0
C1_p9__baldwinian__s25,C1_p9__baldwinian,C1_p9,C1,baldwinian,25,0.0,9.0,4.5,0,50,750,0,0,50.0,5.34,-0.004075186985761714,12854.0,0.081453244126342,0.08208146197924733,0.080819133969048,0.08638743455497382,0.07641509433962264,0.0012623280101993345,0.009972340215351178,0.46418338108882523,0.07407407407407407,0.12307692307692308,-0.049002849002849014,384.0,0.07287933094384708,0.06740196078431372,0.005477370159533354,1653.0
C1_p9__baldwinian__s26,C1_p9__baldwinian,C1_p9,C1,baldwinian,26,0.0,9.0,4.5,0,50,709,0,0,50.0,4.62,-0.0022119377180552535,12998.0,0.08732112632712725,0.08433364112034472,0.09030769230769231,0.0996059889676911,0.07560499022997144,-0.00597405118734759,0.02400099873771966,0.4431718061674009,0.0718562874251497,0.054313099041533544,0.017543188383616154,647.0,0.04183381088825215,0.03832951945080092,0.0035042914374512346,3493.0
C1_p9__baldwinian__s27,C1_p9__baldwinian,C1_p9,C1,baldwinian,27,0.0,9.0,4.5,0,50,779,0,0,50.0,4.46,0.0003372321158516393,12132.0,0.09479063633366304,0.09931282722513089,0.09019933554817276,0.10768980123818833,0.08158158158158157,0.00911349167695813,0.026108219656606757,0.4252173913043478,0.08695652173913043,0.06896551724137931,0.017991004497751123,358.0,0.0530421216848674,0.04216867469879518,0.010873446986072219,2610.0
C1_p9__baldwinian__s28,C1_p9__baldwinian,C1_p9,C1,baldwinian,28,0.0,9.0,4.5,0,50,839,0,0,45.06666666666667,5.972972972972973,-0.0016648421245765337,12788.0,0.09813888020018767,0.09926181875294487,0.09702538545397914,0.1065429531274996,0.09010249349854674,0.002236433298965737,0.016440459628952866,0.4693227091633466,0.11235955056179775,0.06097560975609756,0.05138394080570019,171.0,0.03837638376383764,0.04351145038167939,-0.005135066617841751,2665.0
C1_p9__baldwinian__s29,C1_p9__baldwinian,C1_p9,C1,baldwinian,29,0.0,9.0,4.5,0,50,772,0,0,42.2,5.755555555555556,0.0012287546458066053,10239.0,0.1111436663736693,0.11264632508155824,0.10958631662688942,0.1250965250965251,0.09685708638070765,0.0030600084546688194,0.028239438715817453,0.4305799648506151,0.0749185667752443,0.04861111111111111,0.026307455664133193,595.0,0.033401499659168374,0.032890132960111965,0.0005113666990564092,2896.0
C1_p9__baldwinian__s30,C1_p9__baldwinian,C1_p9,C1,baldwinian,30,0.0,9.0,4.5,0,50,801,0,0,49.733333333333334,4.877551020408164,-0.0005152856429770631,12265.0,0.09808397880146759,0.09812108559498957,0.09804571050016561,0.10284757118927973,0.09356632247815727,7.537509482395677e-05,0.009281248711122458,0.48960931005818786,0.06451612903225806,0.057692307692307696,0.006823821339950367,425.0,0.038943894389438946,0.025193798449612403,0.013750095939826543,3063.0
C1_p9__lamarckian__s1,C1_p9__lamarckian,C1_p9,C1,lamarckian,1,0.0,9.0,4.5,0,50,598,578,0,50.0,3.46,-0.0031376915303728803,20234.0,0.06064050607887714,0.05932034976152623,0.061946902654867256,0.0614406779661017,0.05979695431472081,-0.0026265528933410234,0.0016437236513808864,0.4800325998370008,0.06280193236714976,0.04072398190045249,0.02207795046669727,428.0,0.028024122029088328,0.029136316337148804,-0.0011121943080604768,5702.0
C1_p9__lamarckian__s2,C1_p9__lamarckian,C1_p9,C1,lamarckian,2,0.0,9.0,4.5,0,50,610,590,0,50.0,4.4,-0.0072578029871453375,19170.0,0.060824204486176314,0.06143558666805976,0.06021460568809251,0.06407154129405576,0.057630625969994825,0.0012209809799672497,0.006440915324060936,0.4777015437392796,0.15348837209302327,0.07035175879396985,0.08313661329905342,414.0,0.03277409285992977,0.0368,-0.004025907140070228,5063.0
C1_p9__lamarckian__s3,C1_p9__lamarckian,C1_p9,C1,lamarckian,3,0.0,9.0,4.5,0,50,716,696,0,50.0,3.72,-0.0011100288908701527,18814.0,0.07005421494631657,0.07041507835662855,0.06969050160085379,0.06993079227352546,0.07018504324975364,0.0007245767557747668,-0.00025425097622817916,0.48634294385432475,0.09821428571428571,0.09221902017291066,0.0059952655413750555,683.0,0.04234724742891712,0.0467397576457011,-0.004392510216783975,3386.0
C1_p9__lamarckian__s4,C1_p9__lamarckian,C1_p9,C1,lamarckian,4,0.0,9.0,4.5,0,50,559,539,0,50.0,3.6,-0.0017750840183491606,19682.0,0.062036378416827555,0.06335721596724668,0.06073446327683616,0.06475650713685978,0.059483947212921016,0.0026227526904105194,0.005272559923938762,0.49467649467649466,0.03902439024390244,0.06535947712418301,-0.02633508688028057,358.0,0.028108768713718302,0.030405405405405407,-0.0022966366916871046,6529.0
C1_p9__lamarckian__s5,C1_p9__lamarckian,C1_p9,C1,lamarckian,5,0.0,9.0,4.5,0,50,580,560,0,50.0,3.92,-0.0026010005434971605,17771.0,0.06583760058522312,0.060138431862022015,0.07144451886581826,0.06962362725237232,0.06160629170638703,-0.011306087003796247,0.008017335545985292,0.44188034188034186,0.03896103896103896,0.029503105590062112,0.009457933370976848,1260.0,0.04979004199160168,0.04666666666666667,0.003123375324935014,3317.0
C1_p9__lamarckian__s6,C1_p9__lamarckian,C1_p9,C1,lamarckian,6,0.0,9.0,4.5,0,50,616,596,0,50.0,3.7,-0.0018418912277164204,17550.0,0.06547008547008547,0.06756756756756757,0.06335773101555352,0.06865809887692485,0.06238079210142489,0.004209836552014054,0.006277306775499966,0.48389904264577893,0.12440191387559808,0.07339449541284404,0.05100741846275404,427.0,0.034558021098581304,0.030436376971030438,0.004121644127550866,5476.0
C1_p9__lamarckian__s7,C1_p9__lamarckian,C1_p9,C1,lamarckian,7,0.0,9.0,4.5,0,50,690,670,0,50.0,4.52,-0.0037036930898961366,20757.0,0.06079876668111962,0.06021829130598419,0.06140783887846776,0.062403697996918334,0.05919213342331052,-0.0011895475724835736,0.003211564573607814,0.4865293185419968,0.13821138211382114,0.23300970873786409,-0.09479832662404294,226.0,0.043538355217691775,0.03420523138832998,0.009333123829361793,2938.0
C1_p9__lamarckian__s8,C1_p9__lamarckian,C1_p9,C1,lamarckian,8,0.0,9.0,4.5,0,50,690,670,0,50.0,4.78,-0.0032342419448428686,19811.0,0.06410579980818737,0.06331152491192753,0.06490481976508708,0.06838672549395741,0.05935002663825253,-0.001593294853159552,0.009036698855704885,0.4385826771653543,0.07317073170731707,0.14285714285714285,-0.06968641114982578,152.0,0.03225806451612903,0.03751030502885408,-0.005252240512725048,4937.0
C1_p9__lamarckian__s9,C1_p9__lamarckian,C1_p9,C1,lamarckian,9,0.0,9.0,4.5,0,50,591,571,0,50.0,4.0,-0.00313775328879463,17041.0,0.06959685464468048,0.07002602318429146,0.06917433329451496,0.07604651162790697,0.06302570785451961,0.0008516898897765052,0.013020803773387365,0.448566610455312,0.12980769230769232,0.05365853658536585,0.07614915572232647,413.0,0.044647967945048654,0.05303030303030303,-0.008382335085254378,3463.0
