run_id,cell_id,condition,family,inheritance_mode,seed,band_upper,conditional_onset_tick,conditional_onset_generation,cooperative_onset_tick,cooperative_onset_generation
C1_p9__lamarckian__s12,C1_p9__lamarckian,C1_p9,C1,lamarckian,12,0.05993114113623804,,,50.0,0.92
C1_p9__lamarckian__s13,C1_p9__lamarckian,C1_p9,C1,lamarckian,13,0.05993114113623804,,,50.0,0.9
C1_p9__lamarckian__s14,C1_p9__lamarckian,C1_p9,C1,lamarckian,14,0.05993114113623804,,,50.0,0.84
C1_p9__lamarckian__s15,C1_p9__lamarckian,C1_p9,C1,lamarckian,15,0.05993114113623804,,,50.0,0.94
C1_p9__lamarckian__s16,C1_p9__lamarckian,C1_p9,C1,lamarckian,16,0.05993114113623804,,,50.0,1.16
C1_p9__lamarckian__s17,C1_p9__lamarckian,C1_p9,C1,lamarckian,17,0.05993114113623804,,,50.0,0.72
C1_p9__lamarckian__s18,C1_p9__lamarckian,C1_p9,C1,lamarckian,18,0.05993114113623804,,,50.0,0.9375
C1_p9__lamarckian__s19,C1_p9__lamarckian,C1_p9,C1,lamarckian,19,0.05993114113623804,,,50.0,1.1
C1_p9__lamarckian__s20,C1_p9__lamarckian,C1_p9,C1,lamarckian,20,0.05993114113623804,,,50.0,0.9142857142857144
C1_p9__lamarckian__s21,C1_p9__lamarckian,C1_p9,C1,lamarckian,21,0.05993114113623804,,,50.0,0.9347826086956522
C1_p9__lamarckian__s22,C1_p9__lamarckian,C1_p9,C1,lamarckian,22,0.05993114113623804,,,50.0,1.0
C1_p9__lamarckian__s23,C1_p9__lamarckian,C1_p9,C1,lamarckian,23,0.05993114113623804,,,50.0,0.82
C1_p9__lamarckian__s24,C1_p9__lamarckian,C1_p9,C1,lamarckian,24,0.05993114113623804,,,50.0,0.9375
C1_p9__lamarckian__s25,C1_p9__lamarckian,C1_p9,C1,lamarckian,25,0.05993114113623804,,,100.0,1.3846153846153846
C1_p9__lamarckian__s26,C1_p9__lamarckian,C1_p9,C1,lamarckian,26,0.05993114113623804,,,50.0,0.82
C1_p9__lamarckian__s27,C1_p9__lamarckian,C1_p9,C1,lamarckian,27,0.05993114113623804,,,50.0,1.2
C1_p9__lamarckian__s28,C1_p9__lamarckian,C1_p9,C1,lamarckian,28,0.05993114113623804,,,50.0,0.9361702127659576
C1_p9__lamarckian__s29,C1_p9__lamarckian,C1_p9,C1,lamarckian,29,0.05993114113623804,,,50.0,0.9791666666666666
C1_p9__lamarckian__s30,C1_p9__lamarckian,C1_p9,C1,lamarckian,30,0.05993114113623804,,,50.0,1.02
C2__baldwinian__s1,C2__baldwinian,C2,C2,baldwinian,1,0.06759172986669647,150.0,0.82,100.0,0.76
C2__baldwinian__s2,C2__baldwinian,C2,C2,baldwinian,2,0.06759172986669647,100.0,0.9,150.0,1.0
C2__baldwinian__s3,C2__baldwinian,C2,C2,baldwinian,3,0.06759172986669647,400.0,0.9,100.0,0.84
C2__baldwinian__s4,C2__baldwinian,C2,C2,baldwinian,4,0.06759172986669647,450.0,1.98,100.0,0.7916666666666666
C2__baldwinian__s5,C2__baldwinian,C2,C2,baldwinian,5,0.06759172986669647,150.0,0.88,200.0,1.0
C2__baldwinian__s6,C2__baldwinian,C2,C2,baldwinian,6,0.06759172986669647,850.0,1.9,150.0,1.06
C2__baldwinian__s7,C2__baldwinian,C2,C2,baldwinian,7,0.06759172986669647,100.0,0.8974358974358975,600.0,2.761904761904762
C2__baldwinian__s8,C2__baldwinian,C2,C2,baldwinian,8,0.06759172986669647,300.0,0.9,100.0,0.82
C2__baldwinian__s9,C2__baldwinian,C2,C2,baldwinian,9,0.06759172986669647,250.0,1.14,350.0,1.14
C2__baldwinian__s10,C2__baldwinian,C2,C2,baldwinian,10,0.06759172986669647,150.0,1.02,100.0,1.08
C2__baldwinian__s11,C2__baldwinian,C2,C2,baldwinian,11,0.06759172986669647,50.0,0.72,200.0,0.92
C2__baldwinian__s12,C2__baldwinian,C2,C2,baldwinian,12,0.06759172986669647,50.0,0.64,150.0,0.88
C2__baldwinian__s13,C2__baldwinian,C2,C2,baldwinian,13,0.06759172986669647,100.0,0.76,50.0,0.76
C2__baldwinian__s14,C2__baldwinian,C2,C2,baldwinian,14,0.06759172986669647,250.0,1.02,100.0,0.84
C2__baldwinian__s15,C2__baldwinian,C2,C2,baldwinian,15,0.06759172986669647,200.0,1.4,250.0,1.38
C2__baldwinian__s16,C2__baldwinian,C2,C2,baldwinian,16,0.06759172986669647,50.0,0.84,350.0,1.4
C2__baldwinian__s17,C2__baldwinian,C2,C2,baldwinian,17,0.06759172986669647,250.0,0.82,100.0,0.76
C2__baldwinian__s18,C2__baldwinian,C2,C2,baldwinian,18,0.06759172986669647,300.0,0.74,100.0,0.66
C2__baldwinian__s19,C2__baldwinian,C2,C2,baldwinian,19,0.06759172986669647,200.0,1.3111111111111111,650.0,3.6666666666666665
C2__baldwinian__s20,C2__baldwinian,C2,C2,baldwinian,20,0.06759172986669647,300.0,1.02,100.0,0.9
C2__baldwinian__s21,C2__baldwinian,C2,C2,baldwinian,21,0.06759172986669647,200.0,0.88,100.0,0.92
C2__baldwinian__s22,C2__baldwinian,C2,C2,baldwinian,22,0.06759172986669647,300.0,0.74,100.0,0.68
C2__baldwinian__s23,C2__baldwinian,C2,C2,baldwinian,23,0.06759172986669647,200.0,1.1224489795918366,100.0,0.8979591836734694
C2__baldwinian__s24,C2__baldwinian,C2,C2,baldwinian,24,0.06759172986669647,200.0,0.92,100.0,0.86
C2__baldwinian__s25,C2__baldwinian,C2,C2,baldwinian,25,0.06759172986669647,150.0,0.88,100.0,0.86
C2__baldwinian__s26,C2__baldwinian,C2,C2,baldwinian,26,0.06759172986669647,450.0,1.12,150.0,0.88
C2__baldwinian__s27,C2__baldwinian,C2,C2,baldwinian,27,0.06759172986669647,400.0,0.88,150.0,0.86
C2__baldwinian__s28,C2__baldwinian,C2,C2,baldwinian,28,0.06759172986669647,150.0,1.0,300.0,1.14
C2__baldwinian__s29,C2__baldwinian,C2,C2,baldwinian,29,0.06759172986669647,200.0,0.88,100.0,0.875
