run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,0.5,0.0,9.0,0,4.5,0.4452166802943581,1800,0,50,841,821,791,0,0
C1_p9__baldwinian__s2,C1_p9__baldwinian,C1_p9,C1,baldwinian,2,0.5,0.0,9.0,0,4.5,0.47368421052631576,1800,0,50,835,815,785,0,0
C1_p9__baldwinian__s3,C1_p9__baldwinian,C1_p9,C1,baldwinian,3,0.5,0.0,9.0,0,4.5,0.44783505154639175,1800,0,50,814,794,764,0,0
C1_p9__baldwinian__s4,C1_p9__baldwinian,C1_p9,C1,baldwinian,4,0.5,0.0,9.0,0,4.5,0.46443514644351463,1800,0,50,805,785,755,0,0
C1_p9__baldwinian__s5,C1_p9__baldwinian,C1_p9,C1,baldwinian,5,0.5,0.0,9.0,0,4.5,0.4517766497461929,1800,0,50,750,730,700,0,0
C1_p9__baldwinian__s6,C1_p9__baldwinian,C1_p9,C1,baldwinian,6,0.5,0.0,9.0,0,4.5,0.46813186813186813,1800,0,50,803,783,753,0,0
C1_p9__baldwinian__s7,C1_p9__baldwinian,C1_p9,C1,baldwinian,7,0.5,0.0,9.0,0,4.5,0.4535830618892508,1800,0,50,850,830,800,0,0
C1_p9__baldwinian__s8,C1_p9__baldwinian,C1_p9,C1,baldwinian,8,0.5,0.0,9.0,0,4.5,0.48004649360712903,1800,0,50,880,860,830,0,0
C1_p9__baldwinian__s9,C1_p9__baldwinian,C1_p9,C1,baldwinian,9,0.5,0.0,9.0,0,4.5,0.4708386547467007,1800,0,50,837,817,787,0,0
C1_p9__baldwinian__s10,C1_p9__baldwinian,C1_p9,C1,baldwinian,10,0.5,0.0,9.0,0,4.5,0.49140590568532394,1800,0,50,806,786,756,0,0
C1_p9__baldwinian__s11,C1_p9__baldwinian,C1_p9,C1,baldwinian,11,0.5,0.0,9.0,0,4.5,0.47147571900047147,1800,0,50,797,777,747,0,0
C1_p9__baldwinian__s12,C1_p9__baldwinian,C1_p9,C1,baldwinian,12,0.5,0.0,9.0,0,4.5,0.46844444444444444,1800,0,50,781,761,731,0,0
C1_p9__baldwinian__s13,C1_p9__baldwinian,C1_p9,C1,baldwinian,13,0.5,0.0,9.0,0,4.5,0.4435028248587571,1800,0,50,835,815,785,0,0
C1_p9__baldwinian__s14,C1_p9__baldwinian,C1_p9,C1,baldwinian,14,0.5,0.0,9.0,0,4.5,0.4789674952198853,1800,0,50,806,786,756,0,0
C1_p9__baldwinian__s15,C1_p9__baldwinian,C1_p9,C1,baldwinian,15,0.5,0.0,9.0,0,4.5,0.4381846635367762,1800,0,50,815,795,765,0,0
C1_p9__baldwinian__s16,C1_p9__baldwinian,C1_p9,C1,baldwinian,16,0.5,0.0,9.0,0,4.5,0.45376078914919854,1800,0,50,785,765,735,0,0
C1_p9__baldwinian__s17,C1_p9__baldwinian,C1_p9,C1,baldwinian,17,0.5,0.0,9.0,0,4.5,0.4585480093676815,1800,0,50,789,769,739,0,0
C1_p9__baldwinian__s18,C1_p9__baldwinian,C1_p9,C1,baldwinian,18,0.5,0.0,9.0,0,4.5,0.44870689655172413,1800,0,50,788,768,738,0,0
C1_p9__baldwinian__s19,C1_p9__baldwinian,C1_p9,C1,baldwinian,19,0.5,0.0,9.0,0,4.5,0.46903421394543093,1800,0,50,841,821,791,0,0
C1_p9__baldwinian__s20,C1_p9__baldwinian,C1_p9,C1,baldwinian,20,0.5,0.0,9.0,0,4.5,0.46189164370982555,1800,0,50,774,754,724,0,0
C1_p9__baldwinian__s21,C1_p9__baldwinian,C1_p9,C1,baldwinian,21,0.5,0.0,9.0,0,4.5,0.45918367346938777,1800,0,50,852,832,802,0,0
C1_p9__baldwinian__s22,C1_p9__baldwinian,C1_p9,C1,baldwinian,22,0.5,0.0,9.0,0,4.5,0.4413943355119826,1800,0,50,767,747,717,0,0
C1_p9__baldwinian__s23,C1_p9__baldwinian,C1_p9,C1,baldwinian,23,0.5,0.0,9.0,0,4.5,0.44721283783783783,1800,0,50,812,792,762,0,0
C1_p9__baldwinian__s24,C1_p9__baldwinian,C1_p9,C1,baldwinian,24,0.5,0.0,9.0,0,4.5,0.48308759757155245,1800,0,50,862,842,812,0,0
C1_p9__baldwinian__s25,C1_p9__baldwinian,C1_p9,C1,baldwinian,25,0.5,0.0,9.0,0,4.5,0.4652908067542214,1800,0,50,750,730,700,0,0
C1_p9__baldwinian__s26,C1_p9__baldwinian,C1_p9,C1,baldwinian,26,0.5,0.0,9.0,0,4.5,0.4440121054907047,1800,0,50,709,689,659,0,0
C1_p9__baldwinian__s27,C1_p9__baldwinian,C1_p9,C1,baldwinian,27,0.5,0.0,9.0,0,4.5,0.4486894713460684,1800,0,50,779,759,729,0,0
C1_p9__baldwinian__s28,C1_p9__baldwinian,C1_p9,C1,baldwinian,28,0.5,0.0,9.0,0,4.5,0.4550539352776668,1800,0,50,839,819,789,0,0
C1_p9__baldwinian__s29,C1_p9__baldwinian,C1_p9,C1,baldwinian,29,0.5,0.0,9.0,0,4.5,0.4570056743780009,1800,0,50,772,752,722,0,0
C1_p9__baldwinian__s30,C1_p9__baldwinian,C1_p9,C1,baldwinian,30,0.5,0.0,9.0,0,4.5,0.4837071519255184,1800,0,50,801,781,751,0,0
