run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,monitor_policy,expected_penalty_per_defection,realised_enforcement,adaptive_draws,mean_mask_overlap,mean_weight_kl,mean_weight_gini,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.7__baldwinian__s1,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,1,0.5,0.7,6.0,0,static,3.0,0.4246047049749325,0,0.4994894366197184,0.0,0.0,1800,0,50,640,620,590,0,0
C3_f0.7__baldwinian__s2,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,2,0.5,0.7,6.0,0,static,3.0,0.44568360181743083,0,0.4992957746478874,0.0,0.0,1800,0,50,615,595,565,0,0
C3_f0.7__baldwinian__s3,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,3,0.5,0.7,6.0,0,static,3.0,0.4417624521072797,0,0.5015845070422534,0.0,0.0,1800,0,50,645,625,595,0,0
C3_f0.7__baldwinian__s4,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,4,0.5,0.7,6.0,0,static,3.0,0.44012563800549664,0,0.4974471830985916,0.0,0.0,1800,0,50,660,640,610,0,0
C3_f0.7__baldwinian__s5,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,5,0.5,0.7,6.0,0,static,3.0,0.40157790927021697,0,0.5024823943661971,0.0,0.0,1800,0,50,629,609,579,0,0
C3_f0.7__baldwinian__s6,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,6,0.5,0.7,6.0,0,static,3.0,0.43643184660275114,0,0.49485915492957744,0.0,0.0,1800,0,50,618,598,568,0,0
C3_f0.7__baldwinian__s7,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,7,0.5,0.7,6.0,0,static,3.0,0.4350303951367781,0,0.4998943661971831,0.0,0.0,1800,0,50,664,644,614,0,0
C3_f0.7__baldwinian__s8,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,8,0.5,0.7,6.0,0,static,3.0,0.4379399777695443,0,0.5063908450704225,0.0,0.0,1800,0,50,719,699,669,0,0
C3_f0.7__baldwinian__s9,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,9,0.5,0.7,6.0,0,static,3.0,0.41804937272359366,0,0.5013732394366198,0.0,0.0,1800,0,50,584,564,534,0,0
C3_f0.7__baldwinian__s10,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,10,0.5,0.7,6.0,0,static,3.0,0.43568114719527623,0,0.4979049295774649,0.0,0.0,1800,0,50,570,550,520,0,0
C3_f0.7__baldwinian__s11,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,11,0.5,0.7,6.0,0,static,3.0,0.4344036697247706,0,0.504330985915493,0.0,0.0,1800,0,50,643,623,593,0,0
C3_f0.7__baldwinian__s12,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,12,0.5,0.7,6.0,0,static,3.0,0.425,0,0.49691901408450695,0.0,0.0,1800,0,50,643,623,593,0,0
C3_f0.7__baldwinian__s13,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,13,0.5,0.7,6.0,0,static,3.0,0.4237093690248566,0,0.5014436619718313,0.0,0.0,1800,0,50,668,648,618,0,0
C3_f0.7__baldwinian__s14,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,14,0.5,0.7,6.0,0,static,3.0,0.4482117974918718,0,0.5026408450704224,0.0,0.0,1800,0,50,603,583,553,0,0
C3_f0.7__baldwinian__s15,C3_f0.7__baldwinian,C3_f0.7,C3,baldwinian,15,0.5,0.7,6.0,0,static,3.0,0.4343357441948991,0,0.4929049295774646,0.0,0.0,1800,0,50,661,641,611,0,0
