run_id,cell_id,condition,family,inheritance_mode,seed,fidelity,penalty,monitor_policy,expected_penalty_per_defection,extinct,final_population,total_agents,warmstart_applied,warmstart_skipped,adaptive_draws,mean_mask_overlap,mean_weight_kl,mean_weight_gini,population_late,mean_generation_end,drift_per_100_ticks,opportunities,rate,rate_cue0,rate_cue1,rate_m0,rate_m1,delta_cue,delta_true,realised_enforcement,eval_heldout_rate_cue0,eval_heldout_rate_cue1,eval_heldout_delta_cue,eval_heldout_opportunities,eval_train_rate_cue0,eval_train_rate_cue1,eval_train_delta_cue,eval_train_opportunities
A_f0.9_blind__lamarckian__s25,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,25,0.9,6.0,adaptive_blind,3.0,0,43,431,411,0,59,0.5766021126760564,0.6478799044900198,0.4486398514151853,43.266666666666666,5.5,0.00217388023439734,10252.0,0.12924307452204448,0.2609004739336493,0.03713527851458886,0.23360854783875667,0.059178350179328335,0.22376519541906043,0.17443019765942835,0.2739622641509434,0.3358208955223881,0.03804347826086957,0.2977774172615185,636.0,0.2045616535994298,0.031031031031031032,0.17353062256839877,2402.0
A_f0.9_blind__lamarckian__s26,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,26,0.9,6.0,adaptive_blind,3.0,0,38,418,398,0,59,0.5910915492957747,0.7082033158955482,0.4764061787102202,47.4,4.02,0.004755508207878571,10708.0,0.13233096750093387,0.2844171779141104,0.03889642695612845,0.2641170431211499,0.05695830886670581,0.24552075095798198,0.20715873425444412,0.273817925194072,0.3028571428571429,0.02631578947368421,0.27654135338345864,441.0,0.29897959183673467,0.021883920076117985,0.27709567176061667,2031.0
A_f0.9_blind__lamarckian__s27,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,27,0.9,6.0,adaptive_blind,3.0,0,41,494,474,0,59,0.587693661971831,0.6779243779413049,0.4667920563509039,45.06666666666667,5.23404255319149,0.002702731700263803,11798.0,0.11646041701983387,0.23210315695864828,0.045205479452054796,0.2181521231917872,0.05843982960596379,0.18689767750659347,0.1597122935858234,0.3195050946142649,0.3611111111111111,0.015873015873015872,0.34523809523809523,603.0,0.18148951554591466,0.023225806451612905,0.15826370909430176,2933.0
A_f0.9_blind__lamarckian__s28,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,28,0.9,6.0,adaptive_blind,3.0,0,42,509,489,0,59,0.5899647887323944,0.6888241466736215,0.470148657542986,42.53333333333333,5.682926829268292,0.0022006085193972645,12507.0,0.11625489725753578,0.26384909264565426,0.04195215771126337,0.24703507443855666,0.05559456928838951,0.2218969349343909,0.19144050515016714,0.32668500687757906,0.31496062992125984,0.041884816753926704,0.27307581316733315,318.0,0.2001527883880825,0.029315960912052116,0.1708368274760304,2537.0
A_f0.9_blind__lamarckian__s29,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,29,0.9,6.0,adaptive_blind,3.0,0,37,509,489,0,59,0.5839788732394366,0.7138457983521974,0.4777421506253657,45.13333333333333,4.567567567567568,0.0028647654954948682,12291.0,0.10747701570254659,0.2343330894903682,0.04395604395604396,0.2208024533605929,0.05454762473143948,0.19037704553432425,0.16625482862915342,0.3459500378501135,0.4098360655737705,0.06321839080459771,0.3466176747691728,296.0,0.23892100192678228,0.041237113402061855,0.19768388852472044,2105.0
A_f0.9_blind__lamarckian__s30,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,30,0.9,6.0,adaptive_blind,3.0,0,50,466,446,0,59,0.5838204225352114,0.7109786655688214,0.4806636117733642,46.4,4.333333333333333,0.004261924020414007,12282.0,0.11195245074092168,0.235280848184074,0.042298381959485286,0.22148760330578512,0.054305952528892754,0.1929824662245887,0.16718165077689237,0.31781818181818183,0.4122137404580153,0.021645021645021644,0.39056871881299365,362.0,0.2222222222222222,0.03300624442462088,0.18921597779760133,2021.0
A_f0.9_cells__baldwinian__s1,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,1,0.9,6.0,adaptive_cells,3.0,0,50,643,0,0,59,0.5080457746478874,0.024836807290298,0.0451364949985795,44.666666666666664,4.6,0.00145377960855759,11756.0,0.11662129976182375,0.15387426900584794,0.08418204964990451,0.14576020690929245,0.09175469020967997,0.06969221935594343,0.05400551669961248,0.424507658643326,0.5526315789473685,0.06,0.4926315789473685,88.0,0.05334190231362468,0.042073628850488355,0.011268273463136323,2887.0
A_f0.9_cells__baldwinian__s2,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,2,0.9,6.0,adaptive_cells,3.0,0,50,672,0,0,59,0.506725352112676,0.0204195722238025,0.0395464903880505,47.53333333333333,5.68,-0.0022111260417375543,11390.0,0.10544337137840211,0.14450757575757575,0.07168576104746317,0.13885714285714285,0.07687296416938111,0.07282181471011258,0.06198417868776174,0.3930058284762698,0.03953488372093023,0.033112582781456956,0.006422300939473276,732.0,0.07381507381507381,0.0387192851824274,0.03509578863264641,2630.0
A_f0.9_cells__baldwinian__s3,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,3,0.9,6.0,adaptive_cells,3.0,0,50,656,0,0,59,0.5028521126760563,0.0203411672864468,0.039352898100831,48.733333333333334,4.74,-7.081427107415786e-05,12265.0,0.10607419486343253,0.15205307512999822,0.06773325358851674,0.1471766848816029,0.07276752767527675,0.08431982154148147,0.07440915720632615,0.3789392774788624,0.2967032967032967,0.09859154929577464,0.19811174740752208,162.0,0.07759303246239113,0.05560791705937795,0.021985115403013185,2324.0
A_f0.9_cells__baldwinian__s4,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,4,0.9,6.0,adaptive_cells,3.0,0,50,591,0,0,59,0.5098591549295775,0.0212165250569619,0.0415396531906998,50.0,3.64,-0.000710051375238381,14092.0,0.08650298041441953,0.12121212121212122,0.05814853017019082,0.11723803363518757,0.06246838644410723,0.0630635910419304,0.054769647191080344,0.4052502050861362,0.06051873198847262,0.030379746835443037,0.030138985153029586,742.0,0.09151921903599756,0.04599659284497445,0.04552262619102312,3400.0
A_f0.9_cells__baldwinian__s5,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,5,0.9,6.0,adaptive_cells,3.0,0,50,637,0,0,59,0.5099823943661971,0.0219104290059219,0.0403794744319118,50.0,4.94,-0.0018222163261681476,12293.0,0.1035548686244204,0.1627151051625239,0.0597479824437208,0.15221617418351477,0.06854105469296405,0.10296712271880311,0.08367511949055072,0.384917517674784,0.1554054054054054,0.02608695652173913,0.12931844888366628,378.0,0.13962873284907182,0.039764359351988215,0.0998643734970836,2597.0
A_f0.9_cells__baldwinian__s6,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,6,0.9,6.0,adaptive_cells,3.0,0,50,642,0,0,59,0.5118661971830986,0.0211333484657149,0.040421299082366,47.2,5.081081081081081,0.0006542302767252224,10560.0,0.11212121212121212,0.1472205253512523,0.08160736413524518,0.14095199015182602,0.0874076679563841,0.06561316121600712,0.05354432219544192,0.4197635135135135,0.4380952380952381,0.41935483870967744,0.018740399385560658,136.0,0.10244988864142539,0.06966773847802786,0.03278215016339753,1831.0
A_f0.9_cells__baldwinian__s7,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,7,0.9,6.0,adaptive_cells,3.0,0,50,655,0,0,59,0.507711267605634,0.0219522160798957,0.04218250476059,45.06666666666667,5.885714285714286,-0.001444086522875926,12138.0,0.10627780523974295,0.14143356643356644,0.07494546587722031,0.13702726473175023,0.07918797458546413,0.06648810055634613,0.057839290146286096,0.39612403100775195,0.25,0.038461538461538464,0.21153846153846154,208.0,0.09595959595959595,0.04247990815154994,0.05347968780804601,1663.0
A_f0.9_cells__baldwinian__s8,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,8,0.9,6.0,adaptive_cells,3.0,0,50,653,0,0,59,0.510193661971831,0.0238218099723814,0.045194757603521,47.53333333333333,4.62,0.0003083505663944275,12636.0,0.10691674580563469,0.13622754491017963,0.08031400966183574,0.12982868659724556,0.08650104759054175,0.05591353524834389,0.043327639006703805,0.42783123612139157,0.03257328990228013,0.0410958904109589,-0.008522600508678771,599.0,0.07477138246369015,0.045938104448742745,0.02883327801494741,3927.0
A_f0.9_cells__baldwinian__s9,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,9,0.9,6.0,adaptive_cells,3.0,0,50,652,0,0,59,0.5094366197183098,0.0213842981722467,0.0398266426157871,48.266666666666666,5.54,6.191997212346255e-05,10354.0,0.11908441182151826,0.1728421970357454,0.07630939993062782,0.16651845264562026,0.08265027322404371,0.09653279710511758,0.08386817942157655,0.39253852392538524,0.16216216216216217,0.05244755244755245,0.10971460971460972,471.0,0.12084347120843471,0.06434782608695652,0.056495645121478186,2383.0
A_f0.9_cells__baldwinian__s10,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,10,0.9,6.0,adaptive_cells,3.0,0,50,603,0,0,59,0.5049823943661972,0.0216916133563034,0.041126903751103,50.0,3.68,-0.0007268064462534288,12644.0,0.09546029737424866,0.12625020495163142,0.066768525592055,0.12283308568598315,0.07028996508273873,0.05948167935957642,0.052543120603244425,0.3835956917978459,0.26666666666666666,0.17197452229299362,0.09469214437367304,337.0,0.10119840213049268,0.06942003514938488,0.031778366981107795,2640.0
A_f0.9_cells__baldwinian__s11,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,11,0.9,6.0,adaptive_cells,3.0,0,50,635,0,0,59,0.5089964788732393,0.0183953735014782,0.0353549677920667,48.13333333333333,5.38,0.0009812104522369932,10239.0,0.10557671647621839,0.13359089060593737,0.07968426987408382,0.13058559477657622,0.08261521168977146,0.05390662073185355,0.04797038308680476,0.40795559666975023,0.11052631578947368,0.07391304347826087,0.03661327231121281,420.0,0.08946608946608947,0.05504587155963303,0.03442021790645644,2803.0
A_f0.9_cells__baldwinian__s12,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,12,0.9,6.0,adaptive_cells,3.0,0,50,588,0,0,59,0.5113028169014084,0.0197860504388302,0.0371689080431131,50.0,3.72,-0.002108871635979621,12063.0,0.0995606399734726,0.13815669878203962,0.06720512039012497,0.13215134344726742,0.07251213592233009,0.07095157839191465,0.05963920752493733,0.3980016652789342,0.12324929971988796,0.08013937282229965,0.043109926897588316,644.0,0.07220822837951302,0.04219143576826197,0.03001679261125105,2779.0
A_f0.9_cells__baldwinian__s13,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,13,0.9,6.0,adaptive_cells,3.0,0,50,682,0,0,59,0.5070950704225352,0.0236348640601541,0.0440263132645773,48.266666666666666,5.4,-0.001086701552532733,12962.0,0.09805585557784292,0.12692108444137454,0.07474550271928601,0.1224098903012363,0.07868125779193794,0.052175581722088527,0.04372863250929836,0.44689221085759245,0.10559006211180125,0.03333333333333333,0.07225672877846792,341.0,0.06060606060606061,0.04633204633204633,0.014274014274014278,2714.0
A_f0.9_cells__baldwinian__s14,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,14,0.9,6.0,adaptive_cells,3.0,0,50,600,0,0,59,0.509806338028169,0.0198915954499367,0.0382339503390756,50.0,3.96,-0.0028108254676213716,12177.0,0.08902028414223537,0.11808776311095255,0.06422157966823923,0.11137057661217892,0.07019667170953102,0.05386618344271332,0.0411739049026479,0.4280442804428044,0.08863636363636364,0.03644646924829157,0.05218989438807207,879.0,0.10437710437710437,0.047619047619047616,0.05675805675805676,2238.0
A_f0.9_cells__baldwinian__s15,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,15,0.9,6.0,adaptive_cells,3.0,0,50,573,0,0,59,0.508838028169014,0.0224041183617441,0.040580303205702,50.0,4.5,-0.001676759742588237,13722.0,0.09437399795948112,0.13236001925236643,0.06275871277874215,0.12962362102530825,0.06562582693834347,0.06960130647362428,0.06399779408696478,0.383011583011583,0.16326530612244897,0.136986301369863,0.02627900475258596,122.0,0.07019278299555116,0.026581118240146653,0.04361166475540451,4205.0
A_f0.9_cells__baldwinian__s16,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,16,0.9,6.0,adaptive_cells,3.0,0,50,626,0,0,59,0.5139612676056339,0.0218027681172755,0.0413138414315571,50.0,4.68,-0.0014419298365067744,12391.0,0.09845855863126463,0.14051707124531282,0.0693610049153468,0.13804238143289607,0.0720817643894567,0.07115606632996602,0.06596061704343938,0.43934426229508194,0.14814814814814814,0.0547945205479452,0.09335362760020294,354.0,0.0845518118245391,0.04024390243902439,0.0443079093855147,3213.0
A_f0.9_cells__baldwinian__s17,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,17,0.9,6.0,adaptive_cells,3.0,0,50,580,0,0,59,0.5024647887323945,0.0189737677722205,0.0364072910571859,50.0,3.78,-0.0013104509907229534,11627.0,0.09649952696310313,0.12134632418069087,0.07305249080575059,0.11801575931232092,0.07661757405262287,0.04829383337494028,0.041398185259698045,0.4126559714795009,0.14395393474088292,0.13503649635036497,0.008917438390517951,795.0,0.0586145648312611,0.038555691554467565,0.020058873276793537,3323.0
A_f0.9_cells__baldwinian__s18,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,18,0.9,6.0,adaptive_cells,3.0,0,50,616,0,0,59,0.5155985915492957,0.0222330512093578,0.0403667559347398,47.8,6.625,-0.001963740960955674,11232.0,0.11422720797720798,0.15269461077844312,0.07931385869565218,0.14871016691957512,0.08372483221476511,0.07338075208279095,0.06498533470481001,0.38893219017926733,0.09541984732824428,0.06060606060606061,0.03481378672218367,625.0,0.04664179104477612,0.03944444444444444,0.0071973466003316805,3408.0
A_f0.9_cells__baldwinian__s19,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,19,0.9,6.0,adaptive_cells,3.0,0,50,598,0,0,59,0.5090845070422535,0.0217058805728253,0.041656701223513,50.0,3.84,-0.0013702334163503192,13717.0,0.08558722752788511,0.11489698890649762,0.06061833400837046,0.10753205128205129,0.06727297044269091,0.05427865489812716,0.040259080839360376,0.4284497444633731,0.04201680672268908,0.038461538461538464,0.0035552682611506153,446.0,0.06485671191553545,0.031512605042016806,0.033344106873518645,2754.0
A_f0.9_cells__baldwinian__s20,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,20,0.9,6.0,adaptive_cells,3.0,0,50,631,0,0,59,0.5097887323943663,0.0200491782191891,0.0391897406623522,46.46666666666667,4.64,0.0016121730719725058,10199.0,0.1154034709285224,0.14907838768482884,0.0838084378563284,0.1436116189315458,0.08908263836239576,0.06526994982850044,0.05452898056915005,0.39932030586236195,0.06830601092896176,0.03058103975535168,0.037724971173610074,693.0,0.08771929824561403,0.03663663663663664,0.05108266160897739,3147.0
A_f0.9_cells__baldwinian__s21,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,21,0.9,6.0,adaptive_cells,3.0,0,50,653,0,0,59,0.5046302816901408,0.0190369773985469,0.0379192858483085,49.53333333333333,5.12,-0.0015016051754643675,13016.0,0.10325752919483712,0.15214477211796246,0.061861520998864925,0.14630442119473508,0.06727785613540198,0.09028325111909753,0.0790265650593331,0.3549107142857143,0.14545454545454545,0.15625,-0.010795454545454553,206.0,0.08077645585472762,0.052255225522552254,0.028521230332175365,3415.0
A_f0.9_cells__baldwinian__s22,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,22,0.9,6.0,adaptive_cells,3.0,0,50,597,0,0,59,0.5102464788732394,0.0204355107199512,0.0386531401828001,50.0,3.9,-0.0013309560857741882,12712.0,0.0974669603524229,0.13290301224760012,0.06536731634182909,0.12767379679144386,0.07060047562425684,0.06753569590577103,0.057073321167187024,0.3833736884584342,0.0810126582278481,0.03814713896457766,0.042865519263270445,762.0,0.0705596107055961,0.04015748031496063,0.030402130390635475,2503.0
A_f0.9_cells__baldwinian__s23,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,23,0.9,6.0,adaptive_cells,3.0,0,50,627,0,0,59,0.5076584507042252,0.0208304165000281,0.0391531527828459,47.93333333333333,4.86,0.00016485590334226703,11422.0,0.10751181929609525,0.13758914593842408,0.07703155297020976,0.13142361111111112,0.08318615330271989,0.06055759296821432,0.048237457808391226,0.38355048859934854,0.15789473684210525,0.08524590163934426,0.072648835202761,552.0,0.15455187014820043,0.04645476772616137,0.10809710242203907,3053.0
A_f0.9_cells__baldwinian__s24,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,24,0.9,6.0,adaptive_cells,3.0,0,50,635,0,0,59,0.510176056338028,0.02001303707761,0.0395134962582516,49.8,5.06,-0.001180170667805556,12311.0,0.10234749411095768,0.14537921095298145,0.06701183431952663,0.1393562545720556,0.07277509864094696,0.07836737663345482,0.06658115593110865,0.3952380952380952,0.0647887323943662,0.06182795698924731,0.0029607754051188817,727.0,0.0983910891089109,0.04184884447220487,0.05654224463670603,3217.0
A_f0.9_cells__baldwinian__s25,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,25,0.9,6.0,adaptive_cells,3.0,0,50,587,0,0,59,0.5091725352112675,0.0197204169922142,0.0377367127062411,50.0,4.32,-0.0014242417634077456,11088.0,0.10254329004329005,0.13822852760736196,0.07084468664850137,0.13246450106983076,0.07667731629392971,0.06738384095886059,0.055787184775901055,0.40105540897097625,0.09947643979057591,0.09767441860465116,0.0018020211859247487,812.0,0.13470993117010815,0.07358870967741936,0.061121221492688796,2009.0
A_f0.9_cells__baldwinian__s26,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,26,0.9,6.0,adaptive_cells,3.0,0,50,571,0,0,59,0.5114436619718311,0.0216674169242942,0.0405249279486959,50.0,3.6,0.00045190958600011867,11561.0,0.10846812559467174,0.14837511606313836,0.07367227979274611,0.1426970489353754,0.07894312872563235,0.07470283627039224,0.06375392020974306,0.39074960127591707,0.14418604651162792,0.03374233128834356,0.11044371522328436,541.0,0.07992202729044834,0.06966773847802786,0.010254288812420478,1959.0
A_f0.9_cells__baldwinian__s27,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,27,0.9,6.0,adaptive_cells,3.0,0,50,558,0,0,59,0.5115140845070425,0.0209102763794224,0.0393236552034892,50.0,3.54,-0.002873305666982656,13412.0,0.08626603042051893,0.11634920634920635,0.05961754780652419,0.10756140632525285,0.06779896978978144,0.05673165854268217,0.039762436535471415,0.4209161624891962,0.07488986784140969,0.08755760368663594,-0.01266773584522625,444.0,0.05191740412979351,0.03253502033438771,0.0193823837954058,3908.0
A_f0.9_cells__baldwinian__s28,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,28,0.9,6.0,adaptive_cells,3.0,0,50,617,0,0,59,0.513362676056338,0.0223999318209509,0.0417086906780427,50.0,3.66,-0.000277755921154373,12304.0,0.1017555266579974,0.1320559295701709,0.07479649823375825,0.12593235039028622,0.08044043431717388,0.05725943133641265,0.04549191607311234,0.42012779552715657,0.19863013698630136,0.1118421052631579,0.08678803172314346,298.0,0.055404671374253124,0.038331454340473504,0.01707321703377962,3615.0
A_f0.9_cells__baldwinian__s29,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,29,0.9,6.0,adaptive_cells,3.0,0,50,591,0,0,59,0.5039964788732394,0.0199001614808958,0.0383343318929862,50.0,4.64,-0.0020603902758371353,12652.0,0.09547897565602276,0.13322938322938324,0.06380813953488372,0.1270698971587938,0.06926970354302242,0.06942124369449952,0.05780019361577138,0.396523178807947,0.13448275862068965,0.07179487179487179,0.06268788682581786,680.0,0.06615661566156615,0.04112554112554113,0.025031074536025023,4070.0
A_f0.9_cells__baldwinian__s30,A_f0.9_cells__baldwinian,A_f0.9_cells,A,baldwinian,30,0.9,6.0,adaptive_cells,3.0,0,50,582,0,0,59,0.5062676056338028,0.0202603805405249,0.0384357210657276,50.0,4.44,-5.8224497002916324e-05,11561.0,0.10189429980105527,0.1370169871196565,0.07156673114119923,0.13213270142180095,0.07651924912503977,0.06545025597845729,0.05561345229676118,0.4083191850594228,0.14930555555555555,0.056716417910447764,0.09258913764510779,623.0,0.05723905723905724,0.0363382250174703,0.020900832221586944,3213.0
A_f0.9_cells__lamarckian__s1,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,1,0.9,6.0,adaptive_cells,3.0,0,48,426,406,0,59,0.503274647887324,0.0162274628855755,0.0318180261329327,35.6,5.771428571428571,0.0076166486070419846,8353.0,0.18412546390518378,0.3535462912831619,0.0497960935823138,0.33342488327382586,0.06876061120543293,0.3037501977008481,0.26466427206839294,0.2106631989596879,0.5,0.0449438202247191,0.4550561797752809,189.0,0.2502210433244916,0.03209876543209877,0.2181222778923928,2346.0
A_f0.9_cells__lamarckian__s2,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,2,0.9,6.0,adaptive_cells,3.0,0,45,452,432,0,59,0.5098239436619719,0.0171010017055084,0.033158268290052,40.333333333333336,4.564102564102564,0.006433718037956494,8868.0,0.16553901668921966,0.3245681876772364,0.04189216275806775,0.2949921752738654,0.06694477552642034,0.28267602491916866,0.22804739974744506,0.2295640326975477,0.23430962343096234,0.04035874439461883,0.1939508790363435,462.0,0.3092105263157895,0.029539530842745437,0.2796709954730441,2063.0
A_f0.9_cells__lamarckian__s3,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,3,0.9,6.0,adaptive_cells,3.0,0,31,464,444,0,59,0.5066373239436619,0.0188440878634505,0.0379336508056153,40.0,5.586206896551724,0.005675163781935323,11224.0,0.12802922309337134,0.24750974447812907,0.04450499545867393,0.22755555555555557,0.06142177275431291,0.20300474901945514,0.16613378280124266,0.2874043145441893,0.67,0.013761467889908258,0.6562385321100918,318.0,0.35600578871201155,0.03699551569506727,0.3190102730169443,1583.0
A_f0.9_cells__lamarckian__s4,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,4,0.9,6.0,adaptive_cells,3.0,0,41,439,419,0,59,0.5141021126760562,0.0168082670384021,0.0339314243485452,41.86666666666667,4.222222222222222,0.0031185072437228557,10721.0,0.13674097565525603,0.278393351800554,0.04069494443574894,0.25165719696969696,0.06202862859781438,0.23769840736480508,0.18962856837188258,0.27489768076398363,0.35294117647058826,0.04693140794223827,0.30600976852835,447.0,0.2455621301775148,0.029469548133595286,0.2160925820439195,2541.0
A_f0.9_cells__lamarckian__s5,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,5,0.9,6.0,adaptive_cells,3.0,0,49,438,418,0,59,0.5058274647887326,0.0161781585409902,0.0321517305575108,47.6,4.288888888888889,0.0031094080075345022,11167.0,0.12554849108981822,0.23829172684134517,0.03908227848101266,0.21832317713805421,0.05664794007490637,0.1992094483603325,0.16167523706314785,0.25891583452211125,0.45652173913043476,0.05555555555555555,0.40096618357487923,254.0,0.27017543859649124,0.027649769585253458,0.2425256690112378,1940.0
A_f0.9_cells__lamarckian__s6,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,6,0.9,6.0,adaptive_cells,3.0,0,40,429,409,0,59,0.5097535211267606,0.0159325598344706,0.0323320934837005,43.4,4.529411764705882,0.0053957632850100455,9001.0,0.14998333518497944,0.27851591877663573,0.04768555466879489,0.25971370143149286,0.0656317547651798,0.23083036410784083,0.19408194666631307,0.2474074074074074,0.6929824561403509,0.047619047619047616,0.6453634085213034,324.0,0.27689030883919064,0.03276003276003276,0.24413027607915788,2160.0
A_f0.9_cells__lamarckian__s7,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,7,0.9,6.0,adaptive_cells,3.0,0,40,425,405,0,59,0.5132570422535211,0.0156513409267259,0.0324113516863605,38.333333333333336,6.2105263157894735,0.001710223832325003,9877.0,0.15338665586716616,0.30802919708029197,0.043176694988728975,0.2788342800691529,0.06623198352779684,0.26485250209156297,0.21260229654135604,0.25478547854785477,0.4732824427480916,0.027888446215139442,0.4453939965329522,382.0,0.2727272727272727,0.034334763948497854,0.23839250877877485,2144.0
A_f0.9_cells__lamarckian__s8,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,8,0.9,6.0,adaptive_cells,3.0,0,32,465,445,0,59,0.5047007042253522,0.0167320873768276,0.0335170703987648,40.93333333333333,5.2105263157894735,0.0049416491428817605,10874.0,0.14107044325915027,0.26971641482094805,0.038226046665563465,0.24757076468103084,0.058957654723127036,0.2314903681553846,0.1886131099579038,0.23598435462842243,0.3125,0.05555555555555555,0.2569444444444444,268.0,0.3180147058823529,0.03494176372712146,0.2830729421552315,2290.0
A_f0.9_cells__lamarckian__s9,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,9,0.9,6.0,adaptive_cells,3.0,0,32,443,423,0,59,0.5130985915492958,0.0167157002551394,0.033400296919753,46.666666666666664,4.241379310344827,0.003942806545606094,10855.0,0.1325656379548595,0.25867369345630215,0.04142199650849072,0.2377086152458277,0.059959507864818566,0.21725169694781143,0.17774910738100913,0.2675469075747047,0.6428571428571429,0.015625,0.6272321428571429,198.0,0.2662337662337662,0.030805687203791468,0.23542807902997476,1460.0
A_f0.9_cells__lamarckian__s10,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,10,0.9,6.0,adaptive_cells,3.0,0,37,441,421,0,59,0.5015316901408449,0.0159953926815773,0.0325429493545366,48.2,4.690476190476191,0.0030609916723004036,11298.0,0.12568596211718888,0.2247414478918059,0.046251993620414676,0.2065547238519118,0.06278520849724627,0.1784894542713912,0.14376951535466553,0.28098591549295776,0.5203252032520326,0.038461538461538464,0.48186366479049414,305.0,0.3185437997724687,0.0272654370489174,0.29127836272355134,2126.0
A_f0.9_cells__lamarckian__s11,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,11,0.9,6.0,adaptive_cells,3.0,0,43,419,399,0,59,0.5084683098591548,0.0160741107509044,0.0313846542712933,38.46666666666667,4.642857142857143,0.004892618079004912,9410.0,0.13953241232731137,0.24896164182751038,0.05529433891292082,0.2365883807169345,0.0663560111835974,0.19366730291458956,0.1702323695333371,0.27113480578827115,0.4444444444444444,0.08620689655172414,0.3582375478927203,345.0,0.1833648393194707,0.030473135525260625,0.15289170379421008,2305.0
A_f0.9_cells__lamarckian__s12,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,12,0.9,6.0,adaptive_cells,3.0,0,43,405,385,0,59,0.5088556338028168,0.0143041758862443,0.0291529697946281,42.13333333333333,5.2444444444444445,0.002364901867375623,9536.0,0.1470218120805369,0.2836215177713737,0.04113924050632911,0.262720156555773,0.06020558002936858,0.24248227726504457,0.20251457652640445,0.23395149786019973,0.4161073825503356,0.0625,0.3536073825503356,373.0,0.2719465648854962,0.024207011686143573,0.2477395531993526,2246.0
A_f0.9_cells__lamarckian__s13,A_f0.9_cells__lamarckian,A_f0.9_cells,A,lamarckian,13,0.9,6.0,adaptive_cells,3.0,0,33,407,387,0,59,0.5031514084507043,0.0149443468761742,0.0307220020535248,36.06666666666667,5.15625,0.007877567865308084,9349.0,0.16408171997005028,0.3143408981168518,0.0445554061839831,0.29429206819866566,0.06469256884194644,0.2697854919328687,0.22959949935671922,0.22359843546284225,0.36363636363636365,0.03355704697986577,0.33007931665649787,281.0,0.37327823691460055,0.043859649122807015,0.32941858779179356,1752.0
