run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,50,train,50,0.68,30,0,92.78414875592748,0.7916666666666666,0.0,410.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,100,train,50,0.68,2,2,23.676149756548096,0.9791666666666666,0.0,401.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,150,train,50,0.7,10,10,22.028125698763553,1.0,0.0,532.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,200,train,50,0.74,6,6,37.91044124306492,0.9583333333333334,0.0,345.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,250,train,50,0.8,8,8,49.76692168088579,0.9375,0.0,353.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,300,train,50,0.88,10,10,49.2229720712033,0.9583333333333334,0.0,306.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,350,train,50,1.06,8,8,40.348819217987696,0.9583333333333334,0.0,451.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,400,train,50,1.22,8,8,25.389678040203094,0.9791666666666666,0.0,459.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,450,train,50,1.2,9,9,25.30062513143241,1.0,0.0,417.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0__baldwinian__s1,C0__baldwinian,C0,C0,baldwinian,1,500,train,42,1.5714285714285714,11,19,26.35664003051563,0.9583333333333334,0.0,329.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
