cell_id,condition,family,inheritance_mode,fidelity,penalty,feature_set,features,n_features,n_agents,auc,auc_lo,auc_hi
C3_f0.9__baldwinian,C3_f0.9,C3,baldwinian,0.9,6.0,energy_only,obs_mean_energy,1,5089,0.4953759207459568,0.47831263209087466,0.5141764760416151
C3_f0.9__baldwinian,C3_f0.9,C3,baldwinian,0.9,6.0,exposure_only,obs_log_ticks,1,5089,0.571350880471768,0.5557656335733622,0.5869755164935354
C3_f0.9__baldwinian,C3_f0.9,C3,baldwinian,0.9,6.0,full_minus_defect_rate,obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,5,5089,0.6303393225904605,0.6167879908866344,0.6440004627845656
C3_f0.9__baldwinian,C3_f0.9,C3,baldwinian,0.9,6.0,full_minus_energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_log_ticks,5,5089,0.7315321799650004,0.7187770184736716,0.74329626718899
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,defect_rate,obs_defect_rate,1,5246,0.6423049998779016,0.6236933823488309,0.6613475460213568
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,defect_rate+actions,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share,4,5246,0.7407636799808364,0.7236818596964892,0.7576292563776204
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,defect_rate+actions+energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy,5,5246,0.7408789468359611,0.7242839218165318,0.7574696617572989
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,full,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,6,5246,0.7469921601095864,0.7314582953845981,0.7622939762446169
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,actions_only,obs_gather_share+obs_move_share+obs_pass_share,3,5246,0.720709209487407,0.7026898522663675,0.7358262758109757
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,energy_only,obs_mean_energy,1,5246,0.4839274688038178,0.4685011706768614,0.4990970045766919
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,exposure_only,obs_log_ticks,1,5246,0.550194790810281,0.5305796684111792,0.5688579466027958
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,full_minus_defect_rate,obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,5,5246,0.7218588982523627,0.7057674096533146,0.7371029257857545
C3_f0.9__lamarckian,C3_f0.9,C3,lamarckian,0.9,6.0,full_minus_energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_log_ticks,5,5246,0.7451679494767786,0.7291670070308336,0.7613338276626221
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,defect_rate,obs_defect_rate,1,5243,0.7749249639993119,0.7651271814103001,0.7865037108101768
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,defect_rate+actions,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share,4,5243,0.7746726608139896,0.7644586179048922,0.7861400154510475
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,defect_rate+actions+energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy,5,5243,0.7767284914991219,0.7663485009971736,0.7889385716537859
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,full,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,6,5243,0.7826147895804534,0.7724456201935078,0.7932598493614105
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,actions_only,obs_gather_share+obs_move_share+obs_pass_share,3,5243,0.6148908801458716,0.6017218810286271,0.6283214098167266
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,energy_only,obs_mean_energy,1,5243,0.5719505808867856,0.5575922008765951,0.5861359873510349
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,exposure_only,obs_log_ticks,1,5243,0.6612959636438898,0.6484530563591601,0.6745590741541103
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,full_minus_defect_rate,obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,5,5243,0.6800977542032823,0.6685635983996286,0.6921595896605123
C4__baldwinian,C4,C4,baldwinian,1.0,6.0,full_minus_energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_log_ticks,5,5243,0.7821685469694363,0.7727489515181224,0.7927051070767934
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,defect_rate,obs_defect_rate,1,6128,0.773516080813155,0.759350986547031,0.7866985939220467
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,defect_rate+actions,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share,4,6128,0.772637452336389,0.7593501988320435,0.7857487631937579
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,defect_rate+actions+energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy,5,6128,0.7725196414501305,0.7576439554632254,0.7865038810585394
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,full,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,6,6128,0.7726368132176571,0.7585922854052339,0.785956829031518
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,actions_only,obs_gather_share+obs_move_share+obs_pass_share,3,6128,0.6305140634348776,0.6151470777668945,0.6463291803688026
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,energy_only,obs_mean_energy,1,6128,0.5827002063394826,0.5640951452258918,0.6002382549369796
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,exposure_only,obs_log_ticks,1,6128,0.6585531076242923,0.6437490155443136,0.6737943134765471
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,full_minus_defect_rate,obs_gather_share+obs_move_share+obs_pass_share+obs_mean_energy+obs_log_ticks,5,6128,0.6733961608350811,0.6591146713165501,0.6874341259801722
C4__lamarckian,C4,C4,lamarckian,1.0,6.0,full_minus_energy,obs_defect_rate+obs_gather_share+obs_move_share+obs_pass_share+obs_log_ticks,5,6128,0.773521566582271,0.7600256780353045,0.7868612017250881
