run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,0.5,0.1,6.0,0,3.0,0.47919762258543835,1800,0,50,491,471,441,471,0
C3_f0.1__lamarckian__s2,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,2,0.5,0.1,6.0,0,3.0,0.48527632109721663,1800,0,50,481,461,431,461,0
C3_f0.1__lamarckian__s3,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,3,0.5,0.1,6.0,0,3.0,0.4502840909090909,1800,0,50,564,544,514,544,0
C3_f0.1__lamarckian__s4,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,4,0.5,0.1,6.0,0,3.0,0.49550605705353656,1800,0,50,473,453,423,453,0
C3_f0.1__lamarckian__s5,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,5,0.5,0.1,6.0,0,3.0,0.48168355416991426,1800,0,50,500,480,450,480,0
C3_f0.1__lamarckian__s6,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,6,0.5,0.1,6.0,0,3.0,0.4911912751677852,1800,0,50,488,468,438,468,0
C3_f0.1__lamarckian__s7,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,7,0.5,0.1,6.0,0,3.0,0.47746055597295267,1800,0,50,562,542,512,542,0
C3_f0.1__lamarckian__s8,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,8,0.5,0.1,6.0,0,3.0,0.48615725359911405,1800,0,50,510,490,460,490,0
C3_f0.1__lamarckian__s9,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,9,0.5,0.1,6.0,0,3.0,0.4737895158063225,1800,0,50,462,442,412,442,0
C3_f0.1__lamarckian__s10,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,10,0.5,0.1,6.0,0,3.0,0.48315047021943575,1800,0,50,526,506,476,506,0
C3_f0.1__lamarckian__s11,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,11,0.5,0.1,6.0,0,3.0,0.4678819444444444,1800,0,50,540,520,490,520,0
C3_f0.1__lamarckian__s12,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,12,0.5,0.1,6.0,0,3.0,0.5018836333193805,1800,0,50,403,383,353,383,0
C3_f0.1__lamarckian__s13,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,13,0.5,0.1,6.0,0,3.0,0.46407185628742514,1800,0,50,569,549,519,549,0
C3_f0.1__lamarckian__s14,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,14,0.5,0.1,6.0,0,3.0,0.4853669518235029,1800,0,50,417,397,367,397,0
C3_f0.1__lamarckian__s15,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,15,0.5,0.1,6.0,0,3.0,0.45315487571701724,1800,0,50,512,492,462,492,0
C3_f0.1__lamarckian__s16,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,16,0.5,0.1,6.0,0,3.0,0.4835294117647059,1800,0,50,481,461,431,461,0
C3_f0.1__lamarckian__s17,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,17,0.5,0.1,6.0,0,3.0,0.4802354920100925,1800,0,50,550,530,500,530,0
