run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,50,train,50,0.72,32,2,95.59027254537554,0.8125,0.5,164.0,149.0,134.0,124.0,34.0,25.0,0.0,0.0,23.0,28.0,25.0,17.0,15.0,3.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,100,train,50,0.88,15,15,55.06167001752963,0.9166666666666666,0.5,229.0,195.0,172.0,176.0,28.0,29.0,0.0,0.0,25.0,19.0,25.0,18.0,9.0,4.0,0.0,0.0,0.0,0.0,25.0,18.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,150,train,50,0.88,12,12,58.75833054385498,0.8958333333333334,0.5,205.0,149.0,166.0,178.0,45.0,32.0,0.0,0.0,20.0,23.0,13.0,24.0,9.0,8.0,0.0,0.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,200,train,50,1.16,21,21,81.85456673388975,0.8125,0.5,192.0,161.0,201.0,260.0,48.0,30.0,0.0,0.0,21.0,16.0,19.0,26.0,10.0,7.0,0.0,0.0,0.0,0.0,19.0,26.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,250,train,50,1.14,13,13,71.66807019190733,0.8333333333333334,0.5,297.0,211.0,242.0,266.0,51.0,42.0,0.0,0.0,33.0,12.0,9.0,25.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,300,train,50,1.22,19,19,80.12053489717448,0.8125,0.5,303.0,282.0,271.0,303.0,37.0,35.0,0.0,0.0,29.0,21.0,22.0,17.0,8.0,12.0,0.0,0.0,0.0,0.0,22.0,17.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,350,train,50,1.16,7,7,78.36732839193374,0.875,0.5,367.0,278.0,188.0,231.0,34.0,21.0,0.0,0.0,34.0,23.0,16.0,16.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,400,train,50,1.18,10,10,95.21190898922534,0.7708333333333334,0.5,266.0,188.0,211.0,285.0,46.0,52.0,0.0,0.0,33.0,18.0,17.0,24.0,13.0,8.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,450,train,50,1.06,11,11,121.4123642872988,0.6458333333333334,0.5,409.0,392.0,236.0,310.0,46.0,43.0,0.0,0.0,21.0,14.0,14.0,28.0,11.0,9.0,0.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0
C3_f0.1__lamarckian__s1,C3_f0.1__lamarckian,C3_f0.1,C3,lamarckian,1,500,train,50,1.52,13,13,140.59028245979636,0.5208333333333334,0.5,435.0,309.0,340.0,433.0,22.0,24.0,0.0,0.0,16.0,25.0,16.0,19.0,9.0,2.0,0.0,0.0,0.0,0.0,16.0,19.0,0.0,0.0,0.0,0.0
