run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,monitor_policy,expected_penalty_per_defection,realised_enforcement,adaptive_draws,mean_mask_overlap,mean_weight_kl,mean_weight_gini,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
A_f0.9_blind__baldwinian__s1,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,1,0.5,0.9,6.0,0,adaptive_blind,3.0,0.47221127315727235,59,0.5843485915492957,0.7571646454619901,0.4931996158358431,1800,0,50,653,633,603,0,0
A_f0.9_blind__baldwinian__s2,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,2,0.5,0.9,6.0,0,adaptive_blind,3.0,0.5143090760425184,59,0.5769014084507043,0.7390538019551097,0.48990720940551546,1800,0,50,662,642,612,0,0
A_f0.9_blind__baldwinian__s3,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,3,0.5,0.9,6.0,0,adaptive_blind,3.0,0.5164167004458857,59,0.5819190140845071,0.7477478152253285,0.4921994153658955,1800,0,50,673,653,623,0,0
A_f0.9_blind__baldwinian__s4,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,4,0.5,0.9,6.0,0,adaptive_blind,3.0,0.46424242424242423,59,0.57943661971831,0.710437083291648,0.47786634686923757,1800,0,50,631,611,581,0,0
A_f0.9_blind__baldwinian__s5,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,5,0.5,0.9,6.0,0,adaptive_blind,3.0,0.4807925596441569,59,0.5848943661971829,0.7413329639059764,0.49289950174666813,1800,0,50,618,598,568,0,0
A_f0.9_blind__baldwinian__s6,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,6,0.5,0.9,6.0,0,adaptive_blind,3.0,0.46285714285714286,59,0.5813028169014084,0.7240392011254114,0.48334986397417,1800,0,50,621,601,571,0,0
A_f0.9_blind__baldwinian__s7,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,7,0.5,0.9,6.0,0,adaptive_blind,3.0,0.4528301886792453,59,0.5791197183098592,0.6834130570356489,0.46690740901378525,1800,0,50,703,683,653,0,0
A_f0.9_blind__baldwinian__s8,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,8,0.5,0.9,6.0,0,adaptive_blind,3.0,0.46835443037974683,59,0.5837147887323944,0.7331463678150778,0.49264987699077134,1800,0,50,752,732,702,0,0
A_f0.9_blind__baldwinian__s9,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,9,0.5,0.9,6.0,0,adaptive_blind,3.0,0.46545454545454545,59,0.5837323943661972,0.734413812735472,0.48413765674841513,1800,0,50,605,585,555,0,0
A_f0.9_blind__baldwinian__s10,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,10,0.5,0.9,6.0,0,adaptive_blind,3.0,0.5229885057471264,59,0.5909859154929576,0.7237314051235353,0.48782809989177095,1800,0,50,659,639,609,0,0
A_f0.9_blind__baldwinian__s11,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,11,0.5,0.9,6.0,0,adaptive_blind,3.0,0.4631531933899062,59,0.5762147887323944,0.7214144808798422,0.47629055677636783,1800,0,50,680,660,630,0,0
A_f0.9_blind__baldwinian__s12,A_f0.9_blind__baldwinian,A_f0.9_blind,A,baldwinian,12,0.5,0.9,6.0,0,adaptive_blind,3.0,0.45199835187474247,59,0.5835563380281691,0.7248741019645681,0.485707487442747,1800,0,50,655,635,605,0,0
