run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.5__lamarckian__s1,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,1,0.5,0.5,6.0,0,3.0,0.40540540540540543,1800,0,50,501,481,451,481,0
C3_f0.5__lamarckian__s2,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,2,0.5,0.5,6.0,0,3.0,0.43663594470046085,1800,0,50,518,498,468,498,0
C3_f0.5__lamarckian__s3,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,3,0.5,0.5,6.0,0,3.0,0.4142912924638813,1800,0,50,529,509,479,509,0
C3_f0.5__lamarckian__s4,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,4,0.5,0.5,6.0,0,3.0,0.4497196261682243,1800,0,50,513,493,463,493,0
C3_f0.5__lamarckian__s5,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,5,0.5,0.5,6.0,0,3.0,0.42664670658682635,1800,0,50,499,479,449,479,0
C3_f0.5__lamarckian__s6,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,6,0.5,0.5,6.0,0,3.0,0.44028103044496486,1800,0,50,510,490,460,490,0
C3_f0.5__lamarckian__s7,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,7,0.5,0.5,6.0,0,3.0,0.43440549331405853,1800,0,50,539,519,489,519,0
C3_f0.5__lamarckian__s8,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,8,0.5,0.5,6.0,0,3.0,0.4583185526782547,1800,0,50,509,489,459,489,0
C3_f0.5__lamarckian__s9,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,9,0.5,0.5,6.0,0,3.0,0.4446579554189085,1800,0,50,482,462,432,462,0
C3_f0.5__lamarckian__s10,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,10,0.5,0.5,6.0,0,3.0,0.44873817034700314,1800,0,50,471,451,421,451,0
C3_f0.5__lamarckian__s11,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,11,0.5,0.5,6.0,0,3.0,0.44297520661157025,1800,0,50,517,497,467,497,0
C3_f0.5__lamarckian__s12,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,12,0.5,0.5,6.0,0,3.0,0.422205147906262,1800,0,50,494,474,444,474,0
C3_f0.5__lamarckian__s13,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,13,0.5,0.5,6.0,0,3.0,0.43628509719222464,1800,0,50,553,533,503,533,0
C3_f0.5__lamarckian__s14,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,14,0.5,0.5,6.0,0,3.0,0.43497172683775553,1800,0,50,493,473,443,473,0
C3_f0.5__lamarckian__s15,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,15,0.5,0.5,6.0,0,3.0,0.40851678094550703,1800,0,50,480,460,430,460,0
C3_f0.5__lamarckian__s16,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,16,0.5,0.5,6.0,0,3.0,0.4548872180451128,1800,0,50,465,445,415,445,0
C3_f0.5__lamarckian__s17,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,17,0.5,0.5,6.0,0,3.0,0.43704006541291907,1800,0,50,493,473,443,473,0
C3_f0.5__lamarckian__s18,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,18,0.5,0.5,6.0,0,3.0,0.4485945321524836,1800,0,50,568,548,518,548,0
C3_f0.5__lamarckian__s19,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,19,0.5,0.5,6.0,0,3.0,0.4544378698224852,1800,0,50,536,516,486,516,0
C3_f0.5__lamarckian__s20,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,20,0.5,0.5,6.0,0,3.0,0.43209876543209874,1800,0,50,560,540,510,540,0
C3_f0.5__lamarckian__s21,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,21,0.5,0.5,6.0,0,3.0,0.42671009771986973,1800,0,50,510,490,460,490,0
C3_f0.5__lamarckian__s22,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,22,0.5,0.5,6.0,0,3.0,0.44483024691358025,1800,0,50,523,503,473,503,0
C3_f0.5__lamarckian__s23,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,23,0.5,0.5,6.0,0,3.0,0.44549226706903056,1800,0,50,510,490,460,490,0
C3_f0.5__lamarckian__s24,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,24,0.5,0.5,6.0,0,3.0,0.435803969218307,1800,0,50,513,493,463,493,0
C3_f0.5__lamarckian__s25,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,25,0.5,0.5,6.0,0,3.0,0.42686444169756904,1800,0,50,529,509,479,509,0
C3_f0.5__lamarckian__s26,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,26,0.5,0.5,6.0,0,3.0,0.4334780892222661,1800,0,50,458,438,408,438,0
C3_f0.5__lamarckian__s27,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,27,0.5,0.5,6.0,0,3.0,0.44002998500749624,1800,0,50,550,530,500,530,0
C3_f0.5__lamarckian__s28,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,28,0.5,0.5,6.0,0,3.0,0.4585820895522388,1800,0,50,472,452,422,452,0
C3_f0.5__lamarckian__s29,C3_f0.5__lamarckian,C3_f0.5,C3,lamarckian,29,0.5,0.5,6.0,0,3.0,0.4124116260801257,1800,0,50,499,479,449,479,0
