run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,monitor_policy,expected_penalty_per_defection,realised_enforcement,adaptive_draws,mean_mask_overlap,mean_weight_kl,mean_weight_gini,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,0.5,0.7,6.0,0,static,3.0,0.3787279913762127,0,0.4994894366197184,0.0,0.0,1800,0,48,521,501,473,501,0
C3_f0.7__lamarckian__s2,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,2,0.5,0.7,6.0,0,static,3.0,0.4094273470977795,0,0.4992957746478874,0.0,0.0,1800,0,50,469,449,419,449,0
C3_f0.7__lamarckian__s3,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,3,0.5,0.7,6.0,0,static,3.0,0.4075568598679384,0,0.5015845070422534,0.0,0.0,1800,0,50,496,476,446,476,0
C3_f0.7__lamarckian__s4,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,4,0.5,0.7,6.0,0,static,3.0,0.37897398843930635,0,0.4974471830985916,0.0,0.0,1800,0,50,520,500,470,500,0
C3_f0.7__lamarckian__s5,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,5,0.5,0.7,6.0,0,static,3.0,0.3654058024237973,0,0.5024823943661971,0.0,0.0,1800,0,50,494,474,444,474,0
C3_f0.7__lamarckian__s6,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,6,0.5,0.7,6.0,0,static,3.0,0.374414976599064,0,0.49485915492957744,0.0,0.0,1800,0,50,515,495,465,495,0
C3_f0.7__lamarckian__s7,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,7,0.5,0.7,6.0,0,static,3.0,0.4034531360112755,0,0.4998943661971831,0.0,0.0,1800,0,40,508,488,468,488,0
C3_f0.7__lamarckian__s8,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,8,0.5,0.7,6.0,0,static,3.0,0.4008293020041465,0,0.5063908450704225,0.0,0.0,1800,0,50,552,532,502,532,0
C3_f0.7__lamarckian__s9,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,9,0.5,0.7,6.0,0,static,3.0,0.38967838444278236,0,0.5013732394366198,0.0,0.0,1800,0,50,489,469,439,469,0
C3_f0.7__lamarckian__s10,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,10,0.5,0.7,6.0,0,static,3.0,0.3959199093313185,0,0.4979049295774649,0.0,0.0,1800,0,50,475,455,425,455,0
C3_f0.7__lamarckian__s11,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,11,0.5,0.7,6.0,0,static,3.0,0.3939641109298532,0,0.504330985915493,0.0,0.0,1800,0,42,472,452,430,452,0
C3_f0.7__lamarckian__s12,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,12,0.5,0.7,6.0,0,static,3.0,0.376275028333963,0,0.49691901408450695,0.0,0.0,1800,0,50,488,468,438,468,0
C3_f0.7__lamarckian__s13,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,13,0.5,0.7,6.0,0,static,3.0,0.40050651230101303,0,0.5014436619718313,0.0,0.0,1800,0,50,500,480,450,480,0
C3_f0.7__lamarckian__s14,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,14,0.5,0.7,6.0,0,static,3.0,0.4077834179357022,0,0.5026408450704224,0.0,0.0,1800,0,42,463,443,421,443,0
C3_f0.7__lamarckian__s15,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,15,0.5,0.7,6.0,0,static,3.0,0.37183988764044945,0,0.4929049295774646,0.0,0.0,1800,0,41,506,486,465,486,0
C3_f0.7__lamarckian__s16,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,16,0.5,0.7,6.0,0,static,3.0,0.36926438455935906,0,0.5025000000000001,0.0,0.0,1800,0,50,491,471,441,471,0
C3_f0.7__lamarckian__s17,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,17,0.5,0.7,6.0,0,static,3.0,0.39775910364145656,0,0.4979049295774648,0.0,0.0,1800,0,50,500,480,450,480,0
C3_f0.7__lamarckian__s18,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,18,0.5,0.7,6.0,0,static,3.0,0.36538461538461536,0,0.5041021126760564,0.0,0.0,1800,0,50,503,483,453,483,0
C3_f0.7__lamarckian__s19,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,19,0.5,0.7,6.0,0,static,3.0,0.39920792079207923,0,0.497887323943662,0.0,0.0,1800,0,50,489,469,439,469,0
C3_f0.7__lamarckian__s20,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,20,0.5,0.7,6.0,0,static,3.0,0.3861034346624556,0,0.496338028169014,0.0,0.0,1800,0,39,508,488,469,488,0
C3_f0.7__lamarckian__s21,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,21,0.5,0.7,6.0,0,static,3.0,0.40261153427638735,0,0.4998239436619718,0.0,0.0,1800,0,50,462,442,412,442,0
C3_f0.7__lamarckian__s22,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,22,0.5,0.7,6.0,0,static,3.0,0.3941018766756032,0,0.500088028169014,0.0,0.0,1800,0,50,533,513,483,513,0
C3_f0.7__lamarckian__s23,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,23,0.5,0.7,6.0,0,static,3.0,0.3878787878787879,0,0.4922711267605635,0.0,0.0,1800,0,38,519,499,481,499,0
C3_f0.7__lamarckian__s24,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,24,0.5,0.7,6.0,0,static,3.0,0.39274691358024694,0,0.5003169014084506,0.0,0.0,1800,0,50,477,457,427,457,0
C3_f0.7__lamarckian__s25,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,25,0.5,0.7,6.0,0,static,3.0,0.3833402403646913,0,0.5024647887323944,0.0,0.0,1800,0,50,501,481,451,481,0
C3_f0.7__lamarckian__s26,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,26,0.5,0.7,6.0,0,static,3.0,0.3773654916512059,0,0.4944542253521128,0.0,0.0,1800,0,50,461,441,411,441,0
C3_f0.7__lamarckian__s27,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,27,0.5,0.7,6.0,0,static,3.0,0.39244851258581237,0,0.4996830985915493,0.0,0.0,1800,0,39,490,470,451,470,0
C3_f0.7__lamarckian__s28,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,28,0.5,0.7,6.0,0,static,3.0,0.3778328611898017,0,0.501549295774648,0.0,0.0,1800,0,49,537,517,488,517,0
C3_f0.7__lamarckian__s29,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,29,0.5,0.7,6.0,0,static,3.0,0.3941747572815534,0,0.5002992957746478,0.0,0.0,1800,0,50,499,479,449,479,0
C3_f0.7__lamarckian__s30,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,30,0.5,0.7,6.0,0,static,3.0,0.3921875,0,0.504507042253521,0.0,0.0,1800,0,50,447,427,397,427,0
