run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,50,train,49,0.8163265306122449,40,11,99.94163522427687,0.7916666666666666,0.5,249.0,0.0,0.0,277.0,61.0,0.0,0.0,0.0,42.0,0.0,0.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,100,train,45,1.0,15,19,91.3139414496298,0.8541666666666666,0.5,242.0,0.0,0.0,309.0,80.0,0.0,0.0,0.0,34.0,0.0,0.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,150,train,44,1.1818181818181819,21,22,73.95560541546598,0.8958333333333334,0.5,436.0,0.0,0.0,308.0,69.0,0.0,0.0,0.0,73.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,200,train,49,1.346938775510204,22,17,66.34235311233034,0.8958333333333334,0.5,423.0,0.0,0.0,293.0,49.0,0.0,0.0,0.0,66.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,250,train,50,1.32,18,17,62.44190225055323,0.8958333333333334,0.5,300.0,0.0,0.0,345.0,146.0,0.0,0.0,0.0,63.0,0.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,300,train,50,1.32,20,20,94.14847011988024,0.7916666666666666,0.5,410.0,0.0,0.0,468.0,79.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,350,train,50,1.42,23,23,71.73835704472714,0.8541666666666666,0.5,445.0,0.0,0.0,542.0,105.0,0.0,0.0,0.0,79.0,0.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,400,train,49,1.4285714285714286,16,17,70.12498778757049,0.8541666666666666,0.5,417.0,0.0,0.0,383.0,113.0,0.0,0.0,0.0,62.0,0.0,0.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,450,train,48,1.3541666666666667,21,22,87.1393063653642,0.8125,0.5,469.0,0.0,0.0,558.0,106.0,0.0,0.0,0.0,64.0,0.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,500,train,39,1.4102564102564104,15,24,65.26407711149241,0.8958333333333334,0.5,385.0,0.0,0.0,410.0,103.0,0.0,0.0,0.0,76.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,550,train,32,1.90625,18,25,177.6015726715203,0.6041666666666666,0.5,217.0,0.0,0.0,249.0,185.0,0.0,0.0,0.0,35.0,0.0,0.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
