run_id,cell_id,condition,family,inheritance_mode,seed,coverage,fidelity,penalty,decorrelated,expected_penalty_per_defection,realised_enforcement,ticks_completed,extinct,final_population,total_agents,births,deaths,warmstart_applied,warmstart_skipped
C2_p9__baldwinian__s1,C2_p9__baldwinian,C2_p9,C2,baldwinian,1,0.5,1.0,9.0,0,4.5,0.3595330739299611,1800,0,50,788,768,738,0,0
C2_p9__baldwinian__s2,C2_p9__baldwinian,C2_p9,C2,baldwinian,2,0.5,1.0,9.0,0,4.5,0.402403646912557,1800,0,50,787,767,737,0,0
C2_p9__baldwinian__s3,C2_p9__baldwinian,C2_p9,C2,baldwinian,3,0.5,1.0,9.0,0,4.5,0.3754601226993865,1800,0,50,755,735,705,0,0
C2_p9__baldwinian__s4,C2_p9__baldwinian,C2_p9,C2,baldwinian,4,0.5,1.0,9.0,0,4.5,0.3681836818368184,1800,0,50,730,710,680,0,0
C2_p9__baldwinian__s5,C2_p9__baldwinian,C2_p9,C2,baldwinian,5,0.5,1.0,9.0,0,4.5,0.3881578947368421,1800,0,50,720,700,670,0,0
C2_p9__baldwinian__s6,C2_p9__baldwinian,C2_p9,C2,baldwinian,6,0.5,1.0,9.0,0,4.5,0.3948763250883392,1800,0,50,773,753,723,0,0
C2_p9__baldwinian__s7,C2_p9__baldwinian,C2_p9,C2,baldwinian,7,0.5,1.0,9.0,0,4.5,0.38580845288871657,1800,0,50,800,780,750,0,0
C2_p9__baldwinian__s8,C2_p9__baldwinian,C2_p9,C2,baldwinian,8,0.5,1.0,9.0,0,4.5,0.3823642664613015,1800,0,50,822,802,772,0,0
C2_p9__baldwinian__s9,C2_p9__baldwinian,C2_p9,C2,baldwinian,9,0.5,1.0,9.0,0,4.5,0.3728529534981148,1800,0,50,791,771,741,0,0
C2_p9__baldwinian__s10,C2_p9__baldwinian,C2_p9,C2,baldwinian,10,0.5,1.0,9.0,0,4.5,0.3598014888337469,1800,0,50,725,705,675,0,0
C2_p9__baldwinian__s11,C2_p9__baldwinian,C2_p9,C2,baldwinian,11,0.5,1.0,9.0,0,4.5,0.378561736770692,1800,0,50,745,725,695,0,0
C2_p9__baldwinian__s12,C2_p9__baldwinian,C2_p9,C2,baldwinian,12,0.5,1.0,9.0,0,4.5,0.37956521739130433,1800,0,50,750,730,700,0,0
C2_p9__baldwinian__s13,C2_p9__baldwinian,C2_p9,C2,baldwinian,13,0.5,1.0,9.0,0,4.5,0.38009404388714735,1800,0,50,780,760,730,0,0
C2_p9__baldwinian__s14,C2_p9__baldwinian,C2_p9,C2,baldwinian,14,0.5,1.0,9.0,0,4.5,0.37260402057035996,1800,0,50,734,714,684,0,0
C2_p9__baldwinian__s15,C2_p9__baldwinian,C2_p9,C2,baldwinian,15,0.5,1.0,9.0,0,4.5,0.34232121922626024,1800,0,50,730,710,680,0,0
C2_p9__baldwinian__s16,C2_p9__baldwinian,C2_p9,C2,baldwinian,16,0.5,1.0,9.0,0,4.5,0.3741830065359477,1800,0,50,749,729,699,0,0
C2_p9__baldwinian__s17,C2_p9__baldwinian,C2_p9,C2,baldwinian,17,0.5,1.0,9.0,0,4.5,0.37344028520499106,1800,0,50,755,735,705,0,0
C2_p9__baldwinian__s18,C2_p9__baldwinian,C2_p9,C2,baldwinian,18,0.5,1.0,9.0,0,4.5,0.3748384317104696,1800,0,50,733,713,683,0,0
C2_p9__baldwinian__s19,C2_p9__baldwinian,C2_p9,C2,baldwinian,19,0.5,1.0,9.0,0,4.5,0.3766623766623767,1800,0,50,757,737,707,0,0
C2_p9__baldwinian__s20,C2_p9__baldwinian,C2_p9,C2,baldwinian,20,0.5,1.0,9.0,0,4.5,0.40106951871657753,1800,0,50,764,744,714,0,0
C2_p9__baldwinian__s21,C2_p9__baldwinian,C2_p9,C2,baldwinian,21,0.5,1.0,9.0,0,4.5,0.3946869070208729,1800,0,50,842,822,792,0,0
C2_p9__baldwinian__s22,C2_p9__baldwinian,C2_p9,C2,baldwinian,22,0.5,1.0,9.0,0,4.5,0.37349397590361444,1800,0,50,779,759,729,0,0
C2_p9__baldwinian__s23,C2_p9__baldwinian,C2_p9,C2,baldwinian,23,0.5,1.0,9.0,0,4.5,0.37453798767967145,1800,0,50,747,727,697,0,0
C2_p9__baldwinian__s24,C2_p9__baldwinian,C2_p9,C2,baldwinian,24,0.5,1.0,9.0,0,4.5,0.3988490482514387,1800,0,50,761,741,711,0,0
C2_p9__baldwinian__s25,C2_p9__baldwinian,C2_p9,C2,baldwinian,25,0.5,1.0,9.0,0,4.5,0.37170154686078255,1800,0,50,663,643,613,0,0
C2_p9__baldwinian__s26,C2_p9__baldwinian,C2_p9,C2,baldwinian,26,0.5,1.0,9.0,0,4.5,0.36911890504704875,1800,0,50,682,662,632,0,0
C2_p9__baldwinian__s27,C2_p9__baldwinian,C2_p9,C2,baldwinian,27,0.5,1.0,9.0,0,4.5,0.3418803418803419,1800,0,50,724,704,674,0,0
C2_p9__baldwinian__s28,C2_p9__baldwinian,C2_p9,C2,baldwinian,28,0.5,1.0,9.0,0,4.5,0.39936482731242556,1800,0,50,786,766,736,0,0
C2_p9__baldwinian__s29,C2_p9__baldwinian,C2_p9,C2,baldwinian,29,0.5,1.0,9.0,0,4.5,0.3768624014022787,1800,0,50,765,745,715,0,0
C2_p9__baldwinian__s30,C2_p9__baldwinian,C2_p9,C2,baldwinian,30,0.5,1.0,9.0,0,4.5,0.3788527397260274,1800,0,50,721,701,671,0,0
