population,n_candidates,paradigm,total_welfare_mean,total_welfare_std,supporter_welfare_mean,supporter_welfare_std,loser_welfare_mean,loser_welfare_std,gap_mean,gap_std,lambda_winner_mean,lambda_winner_std,lambda_effective_mean,lambda_effective_std,loser_share_mean,loser_share_std
two_cluster,8,party,0.23293062737549192,0.0066649212641286615,0.30725191583184014,0.019953084823441897,0.15796741421586696,0.014894359847426921,0.1492845016159732,0.032577249397010365,0.5144768853227775,0.2210557968898346,0.5144768853227775,0.2210557968898346,0.4978,0.0021746070133820965
two_cluster,8,individual,0.23228937258862126,0.008054757157094954,0.31237099943311813,0.030442375237224907,0.19694106467365013,0.016861463967474524,0.11542993475946801,0.038478640287244265,0.5110857287808289,0.21548592073842826,0.5110857287808289,0.21548592073842826,0.70078,0.0766340833501889
two_cluster,8,score,0.22967338992083688,0.008789037795123841,0.27633250108356117,0.03229332828395947,0.21712238465582392,0.01222220493858838,0.05921011642773722,0.037324993221993355,0.5079643305749261,0.2229770902783411,0.5079643305749261,0.2229770902783411,0.81985,0.08487175832658223
two_cluster,8,latent_match,0.22855203942445593,0.009016864684744014,0.27072764568031077,0.03064672744210675,0.21863836441931786,0.011879859843391275,0.05208928126099294,0.034374014972741826,0.5097881955037292,0.22104914723519659,0.5097881955037292,0.22104914723519659,0.83947,0.08346291591679107
