population,n_candidates,paradigm,alloc_public_good,alloc_majority_pork,alloc_minority_pork,alloc_prestige,alloc_periphery_buffer
two_cluster,8,party,0.26685720448085076,0.21532731152655052,0.32693993672220656,0.09488289203908083,0.09599265523131134
two_cluster,8,individual,0.2649300046727709,0.271031344099653,0.27018382771812766,0.09635298661835023,0.0975018368910982
two_cluster,8,score,0.2821896774314088,0.2601105656777107,0.2511403722900725,0.10399120327986479,0.10256818132094322
two_cluster,8,latent_match,0.2865022285939849,0.24932492768587516,0.25297275563159144,0.10528962195091848,0.10591046613763005
two_cluster,8,random_winner,0.2666874831947717,0.2732639842926806,0.26788118247510134,0.1013839558517567,0.09078339418568965
two_cluster,8,utilitarian,0.2499810683881712,0.26426193334039394,0.2639073410858135,0.10683022186269994,0.11501943532292146
two_cluster,8,egalitarian,0.2,0.19999999999999996,0.19999999999999996,0.2,0.2000000000000001
