run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,monitor_policy,mask_overlap,weight_kl,weight_gini,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,50,train,50,0.72,31,1,97.58242242982432,0.8125,0.5,adaptive_blind,0.51875,0.587450792900779,0.3991087545126353,217.0,14.0,23.0,296.0,81.0,6.0,0.0,0.0,42.0,3.0,0.0,36.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,100,train,50,0.88,16,16,47.7568021658957,0.9375,0.5,adaptive_blind,0.58125,0.8922538054605509,0.606175447316103,271.0,11.0,24.0,582.0,38.0,1.0,0.0,0.0,42.0,0.0,1.0,52.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,150,train,50,1.0,15,15,86.34120488704473,0.7708333333333334,0.5,adaptive_blind,0.5875,0.9641387426952369,0.6187591821743388,175.0,10.0,37.0,739.0,150.0,3.0,0.0,0.0,27.0,1.0,8.0,34.0,22.0,1.0,0.0,0.0,0.0,0.0,8.0,34.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,200,train,50,1.04,16,16,81.64051444341509,0.9166666666666666,0.5,adaptive_blind,0.59375,0.8746147011151362,0.568245730270907,386.0,19.0,35.0,549.0,95.0,6.0,0.0,0.0,47.0,3.0,5.0,40.0,19.0,1.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,250,train,50,1.24,19,19,120.58256747542377,0.7708333333333334,0.5,adaptive_blind,0.61875,0.7622590891943739,0.562213983050847,403.0,25.0,31.0,546.0,62.0,3.0,0.0,0.0,41.0,0.0,6.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,300,train,50,1.16,9,9,95.95711302514258,0.7708333333333334,0.5,adaptive_blind,0.60625,0.9235685628559432,0.6134742647058824,410.0,15.0,40.0,800.0,98.0,11.0,0.0,0.0,50.0,1.0,9.0,35.0,17.0,1.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,350,train,50,1.1,8,8,75.86793056598722,0.8125,0.5,adaptive_blind,0.6,1.0584974768588835,0.6413789134438304,330.0,19.0,53.0,852.0,31.0,1.0,0.0,0.0,57.0,1.0,1.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,400,train,50,1.1,6,6,101.02940257176542,0.8541666666666666,0.5,adaptive_blind,0.58125,0.9053763399187289,0.612679178814383,390.0,24.0,41.0,709.0,75.0,3.0,0.0,0.0,61.0,3.0,4.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,450,train,50,1.1,9,9,62.630000191319915,0.875,0.5,adaptive_blind,0.5625,0.8860293773585303,0.5849187775330396,425.0,20.0,43.0,637.0,69.0,4.0,0.0,0.0,60.0,0.0,10.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,500,train,50,1.26,17,17,62.25700472638718,0.8958333333333334,0.5,adaptive_blind,0.56875,0.9119709022773115,0.5874862637362637,325.0,22.0,29.0,721.0,96.0,6.0,0.0,0.0,47.0,0.0,9.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,550,train,50,1.54,18,18,86.45115132179993,0.7916666666666666,0.5,adaptive_blind,0.59375,0.8005416788807552,0.5795442430703626,319.0,17.0,40.0,662.0,98.0,5.0,0.0,0.0,59.0,1.0,14.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,600,train,50,1.68,15,15,72.18468475608469,0.8541666666666666,0.5,adaptive_blind,0.625,0.9011776502006084,0.6125121359223302,272.0,20.0,33.0,609.0,91.0,2.0,0.0,0.0,65.0,0.0,12.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,650,train,50,1.82,12,12,93.86763181011798,0.7708333333333334,0.5,adaptive_blind,0.6,0.831093763073377,0.5873518177028454,272.0,15.0,34.0,657.0,58.0,5.0,0.0,0.0,55.0,1.0,10.0,27.0,14.0,1.0,0.0,0.0,0.0,0.0,10.0,27.0,0.0,0.0,0.0,0.0
A_f0.9_blind__lamarckian__s1,A_f0.9_blind__lamarckian,A_f0.9_blind,A,lamarckian,1,700,train,50,2.02,10,10,47.59264308915917,0.9583333333333334,0.5,adaptive_blind,0.5875,0.9733560516377058,0.5891224604966139,257.0,9.0,18.0,464.0,109.0,5.0,0.0,0.0,71.0,0.0,7.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0
