run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,50,train,50,0.66,33,3,113.58311506621848,0.7916666666666666,0.5,345.0,76.0,53.0,267.0,61.0,7.0,0.0,0.0,36.0,7.0,8.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,100,train,50,0.74,8,8,79.63447021027503,0.8541666666666666,0.5,322.0,44.0,57.0,349.0,99.0,17.0,0.0,0.0,46.0,3.0,5.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,150,train,50,0.76,11,11,78.76339791789435,0.8333333333333334,0.5,387.0,75.0,74.0,368.0,122.0,23.0,0.0,0.0,52.0,4.0,10.0,22.0,16.0,2.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,200,train,50,0.84,9,9,110.27815348385806,0.7291666666666666,0.5,605.0,96.0,58.0,343.0,41.0,8.0,0.0,0.0,57.0,9.0,12.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,250,train,50,0.88,12,12,69.95546936709314,0.9166666666666666,0.5,481.0,92.0,67.0,397.0,131.0,17.0,0.0,0.0,59.0,6.0,9.0,23.0,24.0,3.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,300,train,50,0.86,4,4,80.10919701609214,0.7708333333333334,0.5,409.0,83.0,66.0,337.0,137.0,23.0,0.0,0.0,57.0,3.0,10.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,350,train,50,0.9,11,11,77.34567196982461,0.8333333333333334,0.5,427.0,85.0,77.0,413.0,194.0,23.0,0.0,0.0,49.0,2.0,12.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,400,train,50,0.84,12,12,87.2058624506566,0.7708333333333334,0.5,373.0,60.0,95.0,553.0,67.0,9.0,0.0,0.0,44.0,6.0,10.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,450,train,50,0.88,9,9,44.003279558614494,0.9583333333333334,0.5,382.0,74.0,104.0,549.0,28.0,1.0,0.0,0.0,51.0,6.0,15.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,500,train,49,1.3061224489795917,18,19,73.05589256606831,0.8541666666666666,0.5,305.0,50.0,104.0,581.0,32.0,8.0,0.0,0.0,48.0,2.0,9.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,550,train,50,1.68,21,20,74.42507088106734,0.8958333333333334,0.5,323.0,79.0,75.0,383.0,33.0,8.0,0.0,0.0,49.0,11.0,15.0,24.0,18.0,1.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,600,train,50,1.74,15,15,50.33804962561628,0.9166666666666666,0.5,293.0,62.0,75.0,442.0,47.0,12.0,0.0,0.0,48.0,3.0,17.0,24.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,650,train,50,1.88,18,18,66.63119575583018,0.9166666666666666,0.5,345.0,57.0,75.0,380.0,74.0,8.0,0.0,0.0,55.0,1.0,14.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,700,train,50,1.86,10,10,45.07486556463224,0.9791666666666666,0.5,337.0,51.0,87.0,420.0,42.0,11.0,0.0,0.0,62.0,2.0,15.0,23.0,14.0,2.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,750,train,49,2.163265306122449,17,18,56.149557328539245,0.9583333333333334,0.5,259.0,43.0,65.0,411.0,60.0,14.0,0.0,0.0,55.0,2.0,16.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,800,train,44,2.3181818181818183,14,19,65.95514404116796,0.8541666666666666,0.5,293.0,47.0,58.0,306.0,107.0,13.0,0.0,0.0,53.0,7.0,11.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,850,train,49,2.4489795918367347,13,8,41.85353518879894,0.9791666666666666,0.5,293.0,48.0,56.0,355.0,204.0,26.0,0.0,0.0,73.0,2.0,11.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,900,train,40,2.625,9,18,67.11927956079387,0.9375,0.5,262.0,54.0,33.0,201.0,105.0,24.0,0.0,0.0,45.0,4.0,12.0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,950,train,41,2.8780487804878048,9,8,78.77343063372294,0.875,0.5,260.0,38.0,84.0,448.0,105.0,15.0,0.0,0.0,48.0,2.0,18.0,25.0,16.0,2.0,0.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,1000,train,48,3.1875,19,12,82.130560542332,0.8333333333333334,0.5,369.0,52.0,60.0,372.0,199.0,31.0,0.0,0.0,61.0,4.0,12.0,15.0,14.0,2.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,1050,train,46,3.391304347826087,12,14,40.22295666948858,0.9791666666666666,0.5,283.0,52.0,77.0,464.0,164.0,42.0,0.0,0.0,54.0,3.0,20.0,27.0,22.0,1.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,1100,train,47,3.5106382978723403,16,15,52.97711871770508,0.9583333333333334,0.5,387.0,67.0,62.0,327.0,63.0,14.0,0.0,0.0,63.0,4.0,18.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0
C3_f0.7__lamarckian__s1,C3_f0.7__lamarckian,C3_f0.7,C3,lamarckian,1,1150,train,42,3.6904761904761907,12,17,57.895013358903796,0.875,0.5,346.0,68.0,69.0,286.0,78.0,13.0,0.0,0.0,53.0,4.0,16.0,18.0,19.0,1.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0
